sra_run	biosample	bioproject	instrument_model	library_layout	oa_id
SRR1946164	SAMN03327008	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9568
SRR1946165	SAMN03327009	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9569
SRR1946166	SAMN03327010	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9571
SRR1946167	SAMN03327011	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9573
SRR1946168	SAMN03327012	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9574
SRR1946169	SAMN03327013	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9576
SRR1946170	SAMN03327014	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9577
SRR1946171	SAMN03327015	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9578
SRR1946172	SAMN03327016	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9579
SRR1946173	SAMN03327017	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9581
SRR1946174	SAMN03327018	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9582
SRR1946175	SAMN03327019	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9583
SRR1946176	SAMN03327020	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9584
SRR1946177	SAMN03327021	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9585
SRR1946178	SAMN03327022	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9586
SRR1946179	SAMN03327023	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9587
SRR1946180	SAMN03327024	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9588
SRR1946181	SAMN03327025	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9589
SRR1946182	SAMN03327026	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9590
SRR1946183	SAMN03327027	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9591
SRR1946184	SAMN03327028	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9592
SRR1946185	SAMN03327029	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9593
SRR1946186	SAMN03327030	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9594
SRR1946187	SAMN03327031	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9595
SRR1946188	SAMN03327032	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9596
SRR1946189	SAMN03327033	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9597
SRR1946190	SAMN03327034	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9598
SRR1946191	SAMN03327035	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9599
SRR1946192	SAMN03327036	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9600
SRR1946193	SAMN03327037	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9601
SRR1946194	SAMN03327038	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9602
SRR1946195	SAMN03327039	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9606
SRR1946196	SAMN03327040	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9607
SRR1946197	SAMN03327041	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9608
SRR1946198	SAMN03327042	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9609
SRR1946199	SAMN03327043	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9610
SRR1946200	SAMN03327044	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9611
SRR1946201	SAMN03327045	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9612
SRR1946202	SAMN03327046	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9613
SRR1946203	SAMN03327047	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9615
SRR1946204	SAMN03327048	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9616
SRR1946205	SAMN03327049	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9617
SRR1946206	SAMN03327050	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9619
SRR1946207	SAMN03327051	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9620
SRR1946208	SAMN03327052	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9621
SRR1946209	SAMN03327053	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9622
SRR1946210	SAMN03327054	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9624
SRR1946211	SAMN03327055	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9625
SRR1946212	SAMN03327056	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9626
SRR1946213	SAMN03327057	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9627
SRR1946214	SAMN03327058	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9628
SRR1946215	SAMN03327059	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9629
SRR1946216	SAMN03327060	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9630
SRR1946217	SAMN03327061	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9631
SRR1946218	SAMN03327062	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9632
SRR1946219	SAMN03327063	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9633
SRR1946220	SAMN03327064	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9634
SRR1946221	SAMN03327065	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9635
SRR1946222	SAMN03327066	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9636
SRR1946223	SAMN03327067	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9637
SRR1946224	SAMN03327068	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9638
SRR1946225	SAMN03327069	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9639
SRR1946226	SAMN03327070	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9640
SRR1946227	SAMN03327071	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9641
SRR1946228	SAMN03327072	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9642
SRR1946229	SAMN03327073	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9643
SRR1946230	SAMN03327074	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9644
SRR1946231	SAMN03327075	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9645
SRR1946232	SAMN03327076	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9646
SRR1946233	SAMN03327077	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9647
SRR1946234	SAMN03327078	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9648
SRR1946235	SAMN03327079	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9649
SRR1946236	SAMN03327080	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9651
SRR1946237	SAMN03327081	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9653
SRR1946238	SAMN03327082	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9655
SRR1946239	SAMN03327083	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9656
SRR1946240	SAMN03327084	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9657
SRR1946241	SAMN03327085	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9658
SRR1946242	SAMN03327086	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9659
SRR1946243	SAMN03327087	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9660
SRR1946244	SAMN03327088	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9661
SRR1946245	SAMN03327089	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9663
SRR1946246	SAMN03327090	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9664
SRR1946247	SAMN03327091	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9665
SRR1946248	SAMN03327092	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9666
SRR1946249	SAMN03327093	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9667
SRR1946250	SAMN03327094	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9668
SRR1946251	SAMN03327095	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9669
SRR1946252	SAMN03327096	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9670
SRR1946253	SAMN03327097	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9671
SRR1946254	SAMN03327098	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9672
SRR1946255	SAMN03327099	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9673
SRR1946256	SAMN03327100	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9676
SRR1946257	SAMN03327101	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9677
SRR1946258	SAMN03327102	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9678
SRR1946259	SAMN03327103	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9679
SRR1946260	SAMN03327104	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9680
SRR1946261	SAMN03327105	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9681
SRR1946262	SAMN03327106	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9682
SRR1946263	SAMN03327107	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9683
SRR1946264	SAMN03327108	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9684
SRR1946265	SAMN03327109	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9685
SRR1946266	SAMN03327110	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9686
SRR1946267	SAMN03327111	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9687
SRR1946268	SAMN03327112	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9689
SRR1946269	SAMN03327113	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9690
SRR1946270	SAMN03327114	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9691
SRR1946271	SAMN03327115	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9692
SRR1946272	SAMN03327116	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9693
SRR1946273	SAMN03327117	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9694
SRR1946274	SAMN03327118	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9695
SRR1946275	SAMN03327119	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9696
SRR1946276	SAMN03327120	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9697
SRR1946277	SAMN03327121	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9698
SRR1946278	SAMN03327122	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9699
SRR1946279	SAMN03327123	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9700
SRR1946280	SAMN03327124	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9701
SRR1946281	SAMN03327125	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9703
SRR1946282	SAMN03327126	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9704
SRR1946283	SAMN03327127	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9705
SRR1946284	SAMN03327128	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9706
SRR1946285	SAMN03327129	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9707
SRR1946286	SAMN03327130	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9708
SRR1946287	SAMN03327131	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9709
SRR1946288	SAMN03327132	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9710
SRR1946289	SAMN03327133	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9711
SRR1946290	SAMN03327134	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9712
SRR1946291	SAMN03327135	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9713
SRR1946292	SAMN03327136	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9714
SRR1946293	SAMN03327137	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9716
SRR1946294	SAMN03327138	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9717
SRR1946295	SAMN03327139	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9718
SRR1946296	SAMN03327140	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9719
SRR1946297	SAMN03327141	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9720
SRR1946298	SAMN03327142	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9721
SRR1946299	SAMN03327143	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9722
SRR1946300	SAMN03327144	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9723
SRR1946301	SAMN03327145	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9725
SRR1946302	SAMN03327146	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9726
SRR1946303	SAMN03327147	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9727
SRR1946304	SAMN03327148	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9728
SRR1946305	SAMN03327149	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9729
SRR1946306	SAMN03327150	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9730
SRR1946307	SAMN03327151	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9731
SRR1946308	SAMN03327152	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9732
SRR1946309	SAMN03327153	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9733
SRR1946310	SAMN03327154	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9735
SRR1946311	SAMN03327155	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9736
SRR1946312	SAMN03327156	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9737
SRR1946313	SAMN03327157	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9738
SRR1946314	SAMN03327158	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9739
SRR1946315	SAMN03327159	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9741
SRR1946316	SAMN03327160	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9743
SRR1946317	SAMN03327161	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9744
SRR1946318	SAMN03327162	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9745
SRR1946319	SAMN03327163	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9747
SRR1946320	SAMN03327164	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9748
SRR1946321	SAMN03327165	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9749
SRR1946322	SAMN03327166	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9754
SRR1946323	SAMN03327167	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9755
SRR1946324	SAMN03327168	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9756
SRR1946325	SAMN03327169	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9757
SRR1946326	SAMN03327170	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9758
SRR1946327	SAMN03327171	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9759
SRR1946328	SAMN03327172	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9761
SRR1946329	SAMN03327173	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9762
SRR1946330	SAMN03327174	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9764
SRR1946331	SAMN03327175	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9766
SRR1946332	SAMN03327176	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9768
SRR1946333	SAMN03327177	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9769
SRR1946334	SAMN03327178	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9770
SRR1946335	SAMN03327179	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9771
SRR1946336	SAMN03327180	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9772
SRR1946337	SAMN03327181	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9774
SRR1946338	SAMN03327182	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9775
SRR1946339	SAMN03327183	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9776
SRR1946340	SAMN03327184	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9777
SRR1946341	SAMN03327185	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9778
SRR1946342	SAMN03327186	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9779
SRR1946343	SAMN03327187	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9780
SRR1946344	SAMN03327188	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9781
SRR1946345	SAMN03327189	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9782
SRR1946346	SAMN03327190	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9783
SRR1946347	SAMN03327191	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9784
SRR1946348	SAMN03327192	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9785
SRR1946349	SAMN03327193	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9786
SRR1946350	SAMN03327194	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9787
SRR1946351	SAMN03327195	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9788
SRR1946352	SAMN03327196	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9789
SRR1946353	SAMN03327197	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9790
SRR1946354	SAMN03327198	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9791
SRR1946355	SAMN03327199	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9792
SRR1946356	SAMN03327200	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9793
SRR1946357	SAMN03327201	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9794
SRR1946358	SAMN03327202	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9795
SRR1946359	SAMN03327203	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9796
SRR1946360	SAMN03327204	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9797
SRR1946361	SAMN03327205	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9798
SRR1946362	SAMN03327206	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9799
SRR1946363	SAMN03327207	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9800
SRR1946364	SAMN03327208	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9801
SRR1946365	SAMN03327209	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9802
SRR1946366	SAMN03327210	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9803
SRR1946367	SAMN03327211	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9804
SRR1946368	SAMN03327212	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9805
SRR1946369	SAMN03327213	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9806
SRR1946370	SAMN03327214	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9807
SRR1946371	SAMN03327215	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9808
SRR1946372	SAMN03327216	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9809
SRR1946373	SAMN03327217	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9810
SRR1946374	SAMN03327218	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9811
SRR1946375	SAMN03327219	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9812
SRR1946376	SAMN03327220	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9813
SRR1946377	SAMN03327221	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9814
SRR1946378	SAMN03327222	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9815
SRR1946379	SAMN03327223	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9816
SRR1946380	SAMN03327224	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9817
SRR1946381	SAMN03327225	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9819
SRR1946382	SAMN03327226	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9820
SRR1946383	SAMN03327227	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9821
SRR1946384	SAMN03327228	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9822
SRR1946385	SAMN03327229	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9823
SRR1946386	SAMN03327230	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9824
SRR1946387	SAMN03327231	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9825
SRR1946388	SAMN03327232	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9826
SRR1946389	SAMN03327233	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9827
SRR1946390	SAMN03327234	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9828
SRR1946391	SAMN03327235	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9830
SRR1946392	SAMN03327236	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9831
SRR1946393	SAMN03327237	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9832
SRR1946394	SAMN03327238	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9833
SRR1946395	SAMN03327239	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9834
SRR1946396	SAMN03327240	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9835
SRR1946397	SAMN03327241	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9836
SRR1946398	SAMN03327242	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9837
SRR1946399	SAMN03327243	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9838
SRR1946400	SAMN03327244	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9839
SRR1946401	SAMN03327245	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9840
SRR1946402	SAMN03327246	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9841
SRR1946403	SAMN03327247	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9843
SRR1946404	SAMN03327248	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9844
SRR1946405	SAMN03327249	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9845
SRR1946406	SAMN03327250	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9846
SRR1946407	SAMN03327251	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9847
SRR1946408	SAMN03327252	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9848
SRR1946409	SAMN03327253	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9849
SRR1946410	SAMN03327254	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9850
SRR1946411	SAMN03327255	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9851
SRR1946412	SAMN03327256	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9852
SRR1946413	SAMN03327257	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9853
SRR1946414	SAMN03327258	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9854
SRR1946415	SAMN03327259	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9855
SRR1946416	SAMN03327260	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9856
SRR1946417	SAMN03327261	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9857
SRR1946418	SAMN03327262	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9858
SRR1946419	SAMN03327263	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9859
SRR1946420	SAMN03327264	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9860
SRR1946421	SAMN03327265	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9861
SRR1946422	SAMN03327266	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9862
SRR1946423	SAMN03327267	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9864
SRR1946424	SAMN03327268	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9866
SRR1946425	SAMN03327269	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9867
SRR1946426	SAMN03327270	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9868
SRR1946427	SAMN03327271	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9869
SRR1946428	SAMN03327272	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9870
SRR1946429	SAMN03327273	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9871
SRR1946430	SAMN03327274	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9873
SRR1946431	SAMN03327275	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9874
SRR1946432	SAMN03327276	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9875
SRR1946433	SAMN03327277	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9876
SRR1946434	SAMN03327278	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9877
SRR1946435	SAMN03327279	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9878
SRR1946436	SAMN03327280	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9879
SRR1946437	SAMN03327281	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9880
SRR1946438	SAMN03327282	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9881
SRR1946439	SAMN03327283	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9882
SRR1946440	SAMN03327284	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9883
SRR1946441	SAMN03327285	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9885
SRR1946442	SAMN03327286	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9886
SRR1946443	SAMN03327287	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9887
SRR1946444	SAMN03327288	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9888
SRR1946445	SAMN03327289	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9890
SRR1946446	SAMN03327290	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9891
SRR1946447	SAMN03327291	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9892
SRR1946448	SAMN03327292	PRJNA273563	Illumina HiSeq 2000	PAIRED	OAKG9894
