sra_run	biosample	bioproject	instrument_model	library_layout	oa_id
ERR3514881	SAMEA5947866	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0026
ERR3514883	SAMEA5947868	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0028
ERR3514885	SAMEA5947870	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0030
ERR3514886	SAMEA5947871	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0031
ERR3514887	SAMEA5947872	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0032
ERR3514888	SAMEA5947873	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0033
ERR3514892	SAMEA5947877	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0038
ERR3514893	SAMEA5947878	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0037
ERR3514895	SAMEA5947880	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0040
ERR3514897	SAMEA5947882	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0042
ERR3514898	SAMEA5947883	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0043
ERR3514858	SAMEA5947843	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0003
ERR3514860	SAMEA5947845	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0005
ERR3514861	SAMEA5947846	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0006
ERR3514863	SAMEA5947848	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0008
ERR3514866	SAMEA5947851	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0011
ERR3514867	SAMEA5947852	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0012
ERR3514870	SAMEA5947855	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0015
ERR3514871	SAMEA5947856	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0016
ERR3514872	SAMEA5947857	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0017
ERR3514873	SAMEA5947858	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0018
ERR3514876	SAMEA5947861	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0021
ERR3514877	SAMEA5947862	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0022
ERR3514880	SAMEA5947865	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0025
ERR3514882	SAMEA5947867	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0027
ERR3514884	SAMEA5947869	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0029
ERR3514889	SAMEA5947874	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0034
ERR3514890	SAMEA5947875	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0035
ERR3514891	SAMEA5947876	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0036
ERR3514894	SAMEA5947879	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0039
ERR3514896	SAMEA5947881	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0041
ERR3514899	SAMEA5947884	PRJEB34247	Illumina HiSeq 2000	PAIRED	OAHL0044
SRR8241412	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0001
SRR8241411	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0002
SRR8241414	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0003
SRR8241421	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0004
SRR8241449	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0005
SRR8241448	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0006
SRR8241426	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0007
SRR8241413	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0008
SRR8241416	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0009
SRR8241415	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0010
SRR8241418	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0011
SRR8241417	SAMN10471609	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0012
SRR8241425	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0013
SRR8241428	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0014
SRR8241427	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0015
SRR8241474	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0016
SRR8241468	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0017
SRR8241464	SAMN10471613	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0018
SRR8241420	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0019
SRR8241419	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0020
SRR8241432	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0021
SRR8241431	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0022
SRR8241430	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0023
SRR8241429	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0024
SRR8241436	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0025
SRR8241435	SAMN10471610	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0026
SRR8241465	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0027
SRR8241466	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0028
SRR8241467	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0029
SRR8241445	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0030
SRR8241469	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0031
SRR8241470	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0032
SRR8241471	SAMN10471614	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0033
SRR8241434	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0034
SRR8241472	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0035
SRR8241473	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0036
SRR8241433	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0037
SRR8241424	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0038
SRR8241423	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0039
SRR8241452	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0040
SRR8241453	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0041
SRR8241450	SAMN10471611	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0042
SRR8241444	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0043
SRR8241443	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0044
SRR8241442	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0045
SRR8241441	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0046
SRR8241440	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0047
SRR8241439	SAMN10471615	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0048
SRR8241438	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0049
SRR8241437	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0050
SRR8241447	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0051
SRR8241446	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0052
SRR8241462	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0053
SRR8241463	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0054
SRR8241460	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0055
SRR8241461	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0056
SRR8241410	SAMN10471616	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0057
SRR8241451	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0058
SRR8241456	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0059
SRR8241457	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0060
SRR8241454	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0061
SRR8241455	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0062
SRR8241458	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0063
SRR8241459	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0064
SRR8241422	SAMN10471612	PRJNA506705	Illumina HiSeq 2500	PAIRED	OASH0065
ERR2182749	SAMEA104359514	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0001
ERR2182750	SAMEA104359515	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0002
ERR2182751	SAMEA104359516	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0003
ERR2182752	SAMEA104359517	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0004
ERR2182753	SAMEA104359518	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0005
ERR2182754	SAMEA104359519	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0006
ERR2182755	SAMEA104359520	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0007
ERR2182756	SAMEA104359521	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0008
ERR2182757	SAMEA104359522	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0009
ERR2182758	SAMEA104359523	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0010
ERR2182759	SAMEA104359524	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0011
ERR2182760	SAMEA104359525	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0012
ERR2182761	SAMEA104359526	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0013
ERR2182762	SAMEA104359527	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0014
ERR2182763	SAMEA104359528	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0015
ERR2182764	SAMEA104359529	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0016
ERR2182765	SAMEA104359530	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0017
ERR2182766	SAMEA104359531	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0018
ERR2182767	SAMEA104359532	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0019
ERR2182768	SAMEA104359533	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0020
ERR2182769	SAMEA104359534	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0021
ERR2182770	SAMEA104359535	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0022
ERR2182771	SAMEA104359536	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0023
ERR2182772	SAMEA104359537	PRJEB23202	Illumina HiSeq 2500	PAIRED	OAWN0024
SRR12778275	SAMN16378473	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0010
SRR12778276	SAMN16378472	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0009
SRR12778277	SAMN16378471	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0008
SRR12778278	SAMN16378533	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0065
SRR12778279	SAMN16378532	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0064
SRR12778280	SAMN16378531	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0063
SRR12778281	SAMN16378530	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0062
SRR12778282	SAMN16378529	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0061
SRR12778283	SAMN16378528	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0060
SRR12778284	SAMN16378527	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0059
SRR12778285	SAMN16378526	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0058
SRR12778286	SAMN16378525	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0057
SRR12778287	SAMN16378524	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0056
SRR12778288	SAMN16378470	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0007
SRR12778289	SAMN16378523	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0055
SRR12778290	SAMN16378522	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0054
SRR12778291	SAMN16378521	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0053
SRR12778292	SAMN16378520	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0052
SRR12778293	SAMN16378519	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0051
SRR12778294	SAMN16378518	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0050
SRR12778295	SAMN16378517	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0049
SRR12778296	SAMN16378516	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0048
SRR12778297	SAMN16378515	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0047
SRR12778298	SAMN16378514	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0046
SRR12778299	SAMN16378469	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0006
SRR12778300	SAMN16378513	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0045
SRR12778301	SAMN16378512	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0044
SRR12778302	SAMN16378511	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0043
SRR12778303	SAMN16378510	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0042
SRR12778304	SAMN16378509	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0041
SRR12778305	SAMN16378508	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0040
SRR12778306	SAMN16378507	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0039
SRR12778307	SAMN16378506	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0038
SRR12778308	SAMN16378505	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0037
SRR12778309	SAMN16378504	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0036
SRR12778310	SAMN16378468	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0005
SRR12778311	SAMN16378503	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0035
SRR12778312	SAMN16378502	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0034
SRR12778313	SAMN16378501	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0033
SRR12778314	SAMN16378500	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0032
SRR12778315	SAMN16378499	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0031
SRR12778316	SAMN16378498	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0030
SRR12778317	SAMN16378497	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0029
SRR12778318	SAMN16378496	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0028
SRR12778319	SAMN16378495	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0027
SRR12778320	SAMN16378494	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0026
SRR12778321	SAMN16378467	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0004
SRR12778327	SAMN16378488	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0025
SRR12778328	SAMN16378487	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0024
SRR12778329	SAMN16378486	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0023
SRR12778330	SAMN16378485	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0022
SRR12778331	SAMN16378484	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0021
SRR12778332	SAMN16378466	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0003
SRR12778333	SAMN16378483	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0020
SRR12778334	SAMN16378482	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0019
SRR12778335	SAMN16378481	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0018
SRR12778336	SAMN16378480	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0017
SRR12778337	SAMN16378479	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0016
SRR12778338	SAMN16378478	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0015
SRR12778339	SAMN16378477	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0014
SRR12778340	SAMN16378476	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0013
SRR12778341	SAMN16378475	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0012
SRR12778342	SAMN16378474	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0011
SRR12778343	SAMN16378465	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0002
SRR12778344	SAMN16378464	PRJNA667586	HiSeq X Ten	PAIRED	OAKA0001
SRR5124974	SAMN06159139	PRJNA357372	Illumina HiSeq 2000		OAHS0028
SRR5124975	SAMN06141187	PRJNA357372	Illumina HiSeq 2000		OAHS0015
SRR5124976	SAMN06141186	PRJNA357372	Illumina HiSeq 2000		OAHS0014
SRR5124977	SAMN06141178	PRJNA357372	Illumina HiSeq 2000		OAHS0006
SRR5124978	SAMN06141181	PRJNA357372	Illumina HiSeq 2000		OAHS0009
SRR5124979	SAMN06141197	PRJNA357372	Illumina HiSeq 2000		OAHS0025
SRR5124980	SAMN06159138	PRJNA357372	Illumina HiSeq 2000		OAHS0027
SRR5124981	SAMN06141194	PRJNA357372	Illumina HiSeq 2000		OAHS0022
SRR5124982	SAMN06141182	PRJNA357372	Illumina HiSeq 2000		OAHS0010
SRR5124983	SAMN06141175	PRJNA357372	Illumina HiSeq 2000		OAHS0003
SRR5124984	SAMN06141188	PRJNA357372	Illumina HiSeq 2000		OAHS0016
SRR5124985	SAMN06141176	PRJNA357372	Illumina HiSeq 2000		OAHS0004
SRR5124986	SAMN06141190	PRJNA357372	Illumina HiSeq 2000		OAHS0018
SRR5124987	SAMN06141180	PRJNA357372	Illumina HiSeq 2000		OAHS0008
SRR5124988	SAMN06141185	PRJNA357372	Illumina HiSeq 2000		OAHS0013
SRR5124989	SAMN06141191	PRJNA357372	Illumina HiSeq 2000		OAHS0019
SRR5124990	SAMN06141189	PRJNA357372	Illumina HiSeq 2000		OAHS0017
SRR5124991	SAMN06141193	PRJNA357372	Illumina HiSeq 2000		OAHS0021
SRR5124992	SAMN06141198	PRJNA357372	Illumina HiSeq 2000		OAHS0026
SRR5124993	SAMN06159140	PRJNA357372	Illumina HiSeq 2000		OAHS0029
SRR5124994	SAMN06141195	PRJNA357372	Illumina HiSeq 2000		OAHS0023
SRR5124995	SAMN06141179	PRJNA357372	Illumina HiSeq 2000		OAHS0007
SRR5124996	SAMN06141183	PRJNA357372	Illumina HiSeq 2000		OAHS0011
SRR5124997	SAMN06141174	PRJNA357372	Illumina HiSeq 2000		OAHS0002
SRR5124998	SAMN06141177	PRJNA357372	Illumina HiSeq 2000		OAHS0005
SRR5124999	SAMN06141173	PRJNA357372	Illumina HiSeq 2000		OAHS0001
SRR5125000	SAMN06141196	PRJNA357372	Illumina HiSeq 2000		OAHS0024
SRR5125001	SAMN06159141	PRJNA357372	Illumina HiSeq 2000		OAHS0030
SRR5125002	SAMN06141184	PRJNA357372	Illumina HiSeq 2000		OAHS0012
SRR5125003	SAMN06141192	PRJNA357372	Illumina HiSeq 2000		OAHS0020
SRR7119523	SAMN09069407	PRJNA459481	Illumina HiSeq 2500		OAHS0041
SRR7119524	SAMN09069408	PRJNA459481	Illumina HiSeq 2500		OAHS0042
SRR7119525	SAMN09069409	PRJNA459481	Illumina HiSeq 2500		OAHS0043
SRR7119526	SAMN09069410	PRJNA459481	Illumina HiSeq 2500		OAHS0044
SRR7119527	SAMN09069411	PRJNA459481	Illumina HiSeq 2500		OAHS0045
SRR7119528	SAMN09069412	PRJNA459481	Illumina HiSeq 2500		OAHS0046
SRR7119529	SAMN09069413	PRJNA459481	Illumina HiSeq 2500		OAHS0047
SRR7119530	SAMN09069414	PRJNA459481	Illumina HiSeq 2500		OAHS0048
SRR7119531	SAMN09069415	PRJNA459481	Illumina HiSeq 2500		OAHS0049
SRR7119532	SAMN09069416	PRJNA459481	Illumina HiSeq 2500		OAHS0050
SRR7119533	SAMN09069401	PRJNA459481	Illumina HiSeq 2500		OAHS0035
SRR7119534	SAMN09069402	PRJNA459481	Illumina HiSeq 2500		OAHS0036
SRR7119535	SAMN09069403	PRJNA459481	Illumina HiSeq 2500		OAHS0037
SRR7119536	SAMN09069404	PRJNA459481	Illumina HiSeq 2500		OAHS0038
SRR7119537	SAMN09069397	PRJNA459481	Illumina HiSeq 2500		OAHS0031
SRR7119538	SAMN09069398	PRJNA459481	Illumina HiSeq 2500		OAHS0032
SRR7119539	SAMN09069399	PRJNA459481	Illumina HiSeq 2500		OAHS0033
SRR7119540	SAMN09069400	PRJNA459481	Illumina HiSeq 2500		OAHS0034
SRR7119541	SAMN09069405	PRJNA459481	Illumina HiSeq 2500		OAHS0039
SRR7119542	SAMN09069406	PRJNA459481	Illumina HiSeq 2500		OAHS0040
SRR7119543	SAMN09069422	PRJNA459481	Illumina HiSeq 2500		OAHS0056
SRR7119544	SAMN09069421	PRJNA459481	Illumina HiSeq 2500		OAHS0055
SRR7119545	SAMN09069418	PRJNA459481	Illumina HiSeq 2500		OAHS0052
SRR7119546	SAMN09069417	PRJNA459481	Illumina HiSeq 2500		OAHS0051
SRR7119547	SAMN09069420	PRJNA459481	Illumina HiSeq 2500		OAHS0054
SRR7119548	SAMN09069419	PRJNA459481	Illumina HiSeq 2500		OAHS0053
SRR9319641	SAMN12086031	PRJNA459481	Illumina HiSeq 2500		OAHS0061
SRR9319642	SAMN12086032	PRJNA459481	Illumina HiSeq 2500		OAHS0062
SRR9319643	SAMN12086033	PRJNA459481	Illumina HiSeq 2500		OAHS0063
SRR9319644	SAMN12086034	PRJNA459481	Illumina HiSeq 2500		OAHS0064
SRR9319645	SAMN12086027	PRJNA459481	Illumina HiSeq 2500		OAHS0057
SRR9319646	SAMN12086028	PRJNA459481	Illumina HiSeq 2500		OAHS0058
SRR9319647	SAMN12086029	PRJNA459481	Illumina HiSeq 2500		OAHS0059
SRR9319648	SAMN12086030	PRJNA459481	Illumina HiSeq 2500		OAHS0060
SRR9319649	SAMN12086035	PRJNA459481	Illumina HiSeq 2500		OAHS0065
ERR2088729	SAMEA104188560	PRJEB22018	Illumina MiSeq	PAIRED	OAPS0002
ERR2088730	SAMEA104188559	PRJEB22018	Illumina MiSeq	PAIRED	OAPS0001
ERR2088731	SAMEA104188562	PRJEB22018	Illumina MiSeq	PAIRED	OAPS0004
ERR2088732	SAMEA104188561	PRJEB22018	Illumina MiSeq	PAIRED	OAPS0003
ERR2088733	SAMEA104188559	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0001
ERR2088734	SAMEA104188559	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0001
ERR2088735	SAMEA104188560	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0002
ERR2088736	SAMEA104188560	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0002
ERR2088737	SAMEA104188561	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0003
ERR2088738	SAMEA104188561	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0003
ERR2088739	SAMEA104188562	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0004
ERR2088740	SAMEA104188562	PRJEB22018	Illumina MiSeq	SINGLE	OAPS0004
SRR7904933	SAMN10132515	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0016
SRR7904935	SAMN10132517	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0018
SRR7904936	SAMN10132510	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0011
SRR7904937	SAMN10132511	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0012
SRR7904939	SAMN10132513	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0014
SRR7904941	SAMN10132519	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0020
SRR7904943	SAMN10132501	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0002
SRR7904945	SAMN10132503	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0004
SRR7904947	SAMN10132505	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0006
SRR7904950	SAMN10132508	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0009
SRR7904952	SAMN10132521	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0022
SRR7904954	SAMN10132523	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0024
SRR7904956	SAMN10132525	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0026
SRR7904958	SAMN10132527	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0028
SRR7904960	SAMN10132528	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0029
SRR7904932	SAMN10132514	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0015
SRR7904934	SAMN10132516	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0017
SRR7904938	SAMN10132512	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0013
SRR7904940	SAMN10132518	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0019
SRR7904942	SAMN10132500	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0001
SRR7904944	SAMN10132502	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0003
SRR7904946	SAMN10132504	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0005
SRR7904948	SAMN10132506	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0007
SRR7904949	SAMN10132507	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0008
SRR7904951	SAMN10132509	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0010
SRR7904953	SAMN10132520	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0021
SRR7904955	SAMN10132522	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0023
SRR7904957	SAMN10132524	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0025
SRR7904959	SAMN10132526	PRJNA493227	Illumina HiSeq 2000	PAIRED	OABO0027
SRR3473136	SAMN04934469	PRJNA288374	Illumina HiSeq 2000	PAIRED	OAGN0008
SRR3473137	SAMN04934465	PRJNA288374	Illumina HiSeq 2000	PAIRED	OAGN0004
SRR3473138	SAMN04934488	PRJNA288374	Illumina HiSeq 2000	PAIRED	OAGN0027
SRR3473139	SAMN04934466	PRJNA288374	Illumina HiSeq 2000	PAIRED	OAGN0005
SRR3473140	SAMN04934462	PRJNA288374	Illumina HiSeq 2000	PAIRED	OAGN0001
SRR3473141	SAMN04934483	PRJNA288374	Illumina HiSeq 2000	PAIRED	OAGN0022
