oa_id	dataset	ecotype_id	sample_name	biosample	species	latitude	longitude	elevation	locality	country	country_code	collector	collection_date	collection_notes	cs_number	ploidy	internal_data	pooled_plants
OAHL0034	HL		PIL08	SAMEA5947874	Arabidopsis lyrata subsp. petraea	48.23901	15.34931		Wachau\, mouth of Pielach river into Danube river; rocks	Austria	AUT	Roswitha Schmickl\, Fabian Bratzel	2015-08-05					
OAHL0035	HL		ROK02	SAMEA5947875	Arabidopsis arenosa x Arabidopsis lyrata	47.90531	15.68304		Rossbachklamm; rocks\, gravel	Austria	AUT	Roswitha Schmickl\, Fabian Bratzel	2015-08-04					
OAHL0036	HL		ROK04	SAMEA5947876	Arabidopsis arenosa x Arabidopsis lyrata	47.90531	15.68304		Rossbachklamm; rocks\, gravel	Austria	AUT	Roswitha Schmickl\, Fabian Bratzel	2015-08-04					
OAHL0039	HL		SEN1	SAMEA5947879	Arabidopsis arenosa	48.4475	15.56469		Castle ruin Senftenberg; walls of the castle ruin\, rocks	Austria	AUT	Roswitha Schmickl\, Kirsten Bomblies\, Levi Yant	2015-06-03					
OAHL0041	HL		SWA3a	SAMEA5947881	Arabidopsis lyrata subsp. petraea	48.34031	15.40085		Wachau\, Schwallenbach; rocks	Austria	AUT	Roswitha Schmickl\, Kirsten Bomblies\, Levi Yant	2015-06-03					
OAHL0044	HL		VLH06	SAMEA5947884	Arabidopsis lyrata subsp. petraea	47.97978	16.16374		Vöslauer Hütte; pine forest\, rocks	Austria	AUT	Roswitha Schmickl\, Kirsten Bomblies\, Levi Yant	2015-06-04					
OASH0001	SH		Klet_001_a07	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0002	SH		Klet_001_a09	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0003	SH		Klet_001_a10	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0004	SH		Klet_002_h01	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0005	SH		Klet_002_h04	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0006	SH		Klet_002_h16	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0007	SH		Klet_003_h02	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0008	SH		Klet_005_a18	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0009	SH		Klet_005_a19	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0010	SH		Klet_005_a21	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0011	SH		Klet_005_a28	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0012	SH		Klet_005_a32	SAMN10471609	Arabidopsis arenosa	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0013	SH		Klet_006_h23	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0014	SH		Klet_006_h25	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0015	SH		Klet_006_h27	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0016	SH		Klet_006_h29	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0017	SH		Klet_006_h30	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0018	SH		Klet_007_h31	SAMN10471613	Arabidopsis halleri	50.24407958984375	16.848419189453125	746	Kletno	Poland	POL							
OASH0019	SH		Kowa_001_a04	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0020	SH		Kowa_001_a05	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0021	SH		Kowa_001_a06	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0022	SH		Kowa_001_a07	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0023	SH		Kowa_001_a08	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0024	SH		Kowa_001_a09	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0025	SH		Kowa_001_a11	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0026	SH		Kowa_001_a12	SAMN10471610	Arabidopsis arenosa	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0027	SH		Kowa_002_h13	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0028	SH		Kowa_002_h14	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0029	SH		Kowa_002_h17	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0030	SH		Kowa_002_h18	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0031	SH		Kowa_002_h21	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0032	SH		Kowa_003_h02	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0033	SH		Kowa_003_h04	SAMN10471614	Arabidopsis halleri	50.76316833496094	15.843890190124512	651	Kowary	Poland	POL							
OASH0034	SH		Mias_001_a18	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0035	SH		Mias_002_h19	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0036	SH		Mias_002_h20	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0037	SH		Mias_003_a09	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0038	SH		Mias_003_a10	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0039	SH		Mias_003_a11	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0040	SH		Mias_003_a13	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0041	SH		Mias_003_a15	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0042	SH		Mias_003_a16	SAMN10471611	Arabidopsis arenosa	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0043	SH		Mias_004_h02	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0044	SH		Mias_004_h06	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0045	SH		Mias_004_h07	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0046	SH		Mias_004_h08	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0047	SH		Mias_009_h03	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0048	SH		Mias_009_h05	SAMN10471615	Arabidopsis halleri	50.50210952758789	18.94171905517578	294	Miasteczko Śląskie	Poland	POL							
OASH0049	SH		Zako_001_h01	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0050	SH		Zako_002_h01	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0051	SH		Zako_002_h02	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0052	SH		Zako_002_h03	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0053	SH		Zako_002_h04	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0054	SH		Zako_002_h05	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0055	SH		Zako_002_h06	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0056	SH		Zako_002_h07	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0057	SH		Zako_002_h08	SAMN10471616	Arabidopsis halleri	49.274078369140625	19.878360748291016	1006	Zakopane	Poland	POL							
OASH0058	SH		Zapa_002_a01	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0059	SH		Zapa_002_a02	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0060	SH		Zapa_002_a03	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0061	SH		Zapa_002_a04	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0062	SH		Zapa_002_a05	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0063	SH		Zapa_002_a07	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0064	SH		Zapa_004_a11	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OASH0065	SH		Zapa_008_a19	SAMN10471612	Arabidopsis arenosa	49.2789192199707	19.966609954833984	955	Zakopane	Poland	POL							
OAWN0001	WN		Aare-GL-20	SAMEA104359514	Arabidopsis arenicola	60.220001220703125	-44.400001525878906			Greenland	GRL		18-Jul-1967					
OAWN0002	WN		Aare-GL-21	SAMEA104359515	Arabidopsis arenicola	69.58000183105469	-54.119998931884766			Greenland	GRL		08/12/1975					
OAWN0003	WN		Aare-MB-01	SAMEA104359516	Arabidopsis arenicola					Canada	CAN		16-Jun-1955					
OAWN0004	WN		Aare-MB-02	SAMEA104359517	Arabidopsis arenicola	58.470001220703125	-94.11000061035156			Canada	CAN		23-Jul-2009					
OAWN0005	WN		Aare-NT-03	SAMEA104359518	Arabidopsis arenicola	59.43000030517578	-80.05000305175781			Canada	CAN		19-Aug-1971					
OAWN0006	WN		Aare-NT-04	SAMEA104359519	Arabidopsis arenicola	66.51000213623047	-108.01000213623047			Canada	CAN		08/03/1973					
OAWN0007	WN		Aare-NT-06	SAMEA104359520	Arabidopsis arenicola	64.5199966430664	-111.37000274658203			Canada	CAN		08/03/1994					
OAWN0008	WN		Aare-NU-08	SAMEA104359521	Arabidopsis arenicola					Canada	CAN		18-Aug-1970					
OAWN0009	WN		Aare-NU-09	SAMEA104359522	Arabidopsis arenicola	53.18000030517578	-80			Canada	CAN		30-Jun-1973					
OAWN0010	WN		Aare-QC-11	SAMEA104359523	Arabidopsis arenicola	54.380001068115234	-79.44000244140625			Canada	CAN		08-Aug-1987					
OAWN0011	WN		Aare-QC-12	SAMEA104359524	Arabidopsis arenicola					Canada	CAN		28-Jul-1970					
OAWN0012	WN		Aare-QC-13	SAMEA104359525	Arabidopsis arenicola	61.4900016784668	-73.4800033569336			Canada	CAN		08/01/1981					
OAWN0013	WN		Aare-QC-14	SAMEA104359526	Arabidopsis arenicola	58.36000061035156	-65.089996337890625			Canada	CAN		22-Jul-2003					
OAWN0014	WN		Aare-QC-16	SAMEA104359527	Arabidopsis arenicola	61.4900016784668	-72.2699966430664			Canada	CAN		08/03/1994					
OAWN0015	WN		Aare-SK-17	SAMEA104359528	Arabidopsis arenicola	59.060001373291016	-108.51000213623047			Canada	CAN		Jul-1979					
OAWN0016	WN		Aare-SK-18	SAMEA104359529	Arabidopsis arenicola	59.11000061035156	-108.01000213623047			Canada	CAN		20-Aug-1984					
OAWN0017	WN		Aare-SK-19	SAMEA104359530	Arabidopsis arenicola	59.040000915527344	-109.30000305175781			Canada	CAN		23-Aug-1984					
OAWN0018	WN		Alyr-AB-01	SAMEA104359531	Arabidopsis lyrata subsp. lyrata	57.29999923706055	-111.3499984741211			Canada	CAN		06/11/1969					
OAWN0019	WN		Alyr-AB-02	SAMEA104359532	Arabidopsis lyrata subsp. lyrata	53.529998779296875	-113.16999816894531			Canada	CAN		Jun-1964					
OAWN0020	WN		Alyr-SK-07	SAMEA104359533	Arabidopsis lyrata subsp. lyrata					Canada	CAN		21-Jun-1963					
OAWN0021	WN		Alyr-SK-08	SAMEA104359534	Arabidopsis lyrata subsp. lyrata	54.59000015258789	-107.44000244140625			Canada	CAN		06/12/1972					
OAWN0022	WN		Alyr-SK-09	SAMEA104359535	Arabidopsis lyrata subsp. lyrata	58.209999084472656	-109.30000305175781			Canada	CAN		14-Jun-1977					
OAWN0023	WN		Alyr-SK-10	SAMEA104359536	Arabidopsis lyrata subsp. lyrata	59.08000183105469	-108.55999755859375			Canada	CAN		07/09/1979					
OAWN0024	WN		Alyr-WI-16	SAMEA104359537	Arabidopsis lyrata subsp. lyrata					USA	USA		21-May-1960					
OAKA0010	KA		N2_02	SAMN16378473	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0009	KA		N2_01	SAMN16378472	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0008	KA		S1_08	SAMN16378471	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0065	KA		N4_08	SAMN16378533	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0064	KA		N4_07	SAMN16378532	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0063	KA		N4_06	SAMN16378531	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0062	KA		N4_05	SAMN16378530	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0061	KA		N4_04	SAMN16378529	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0060	KA		N4_03	SAMN16378528	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0059	KA		N4_02	SAMN16378527	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0058	KA		N4_01	SAMN16378526	Arabidopsis arenosa	47.49876	14.16964	1010	Vorberg	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0057	KA		N1_08	SAMN16378525	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0056	KA		N1_07	SAMN16378524	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0007	KA		S1_07	SAMN16378470	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0055	KA		N1_06	SAMN16378523	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0054	KA		N1_05	SAMN16378522	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0053	KA		N1_04	SAMN16378521	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0052	KA		N1_03	SAMN16378520	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0051	KA		N1_02	SAMN16378519	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0050	KA		N1_01	SAMN16378518	Arabidopsis arenosa	49.73496	15.17484	345	Vlastejovice	Czech Republic	CZE			soil_type=siliceous		tetraploid		
OAKA0049	KA		S2_08	SAMN16378517	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0048	KA		S2_07	SAMN16378516	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0047	KA		S2_06	SAMN16378515	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0046	KA		S2_05	SAMN16378514	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0006	KA		S1_06	SAMN16378469	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0045	KA		S2_04	SAMN16378513	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0044	KA		S2_03	SAMN16378512	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0043	KA		S2_02	SAMN16378511	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0042	KA		S2_01	SAMN16378510	Arabidopsis arenosa	48.62993	15.54256	414	Steinegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0041	KA		S5_08	SAMN16378509	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0040	KA		S5_07	SAMN16378508	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0039	KA		S5_06	SAMN16378507	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0038	KA		S5_05	SAMN16378506	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0037	KA		S5_04	SAMN16378505	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0036	KA		S5_03	SAMN16378504	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0005	KA		S1_05	SAMN16378468	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0035	KA		S5_02	SAMN16378503	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0034	KA		S5_01	SAMN16378502	Arabidopsis arenosa	47.35512	15.33697	540	Pernegg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0033	KA		S4_08	SAMN16378501	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0032	KA		S4_07	SAMN16378500	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0031	KA		S4_06	SAMN16378499	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0030	KA		S4_05	SAMN16378498	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0029	KA		S4_04	SAMN16378497	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0028	KA		S4_03	SAMN16378496	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0027	KA		S4_02	SAMN16378495	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0026	KA		S4_01	SAMN16378494	Arabidopsis arenosa	47.46403	14.23989	1750	Oppenberg	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0004	KA		S1_04	SAMN16378467	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0025	KA		S3_09	SAMN16378488	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0024	KA		S3_08	SAMN16378487	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0023	KA		S3_07	SAMN16378486	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0022	KA		S3_06	SAMN16378485	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0021	KA		S3_05	SAMN16378484	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0003	KA		S1_03	SAMN16378466	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0020	KA		S3_04	SAMN16378483	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0019	KA		S3_03	SAMN16378482	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0018	KA		S3_02	SAMN16378481	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0017	KA		S3_01	SAMN16378480	Arabidopsis arenosa	47.28167	14.92764	628	Gulsen	Austria	AUT			soil_type=serpentine		tetraploid		
OAKA0016	KA		N2_08	SAMN16378479	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0015	KA		N2_07	SAMN16378478	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0014	KA		N2_06	SAMN16378477	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0013	KA		N2_05	SAMN16378476	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0012	KA		N2_04	SAMN16378475	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0011	KA		N2_03	SAMN16378474	Arabidopsis arenosa	48.63149	15.55723	436	Fuglau	Austria	AUT			soil_type=siliceous		tetraploid		
OAKA0002	KA		S1_02	SAMN16378465	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAKA0001	KA		S1_01	SAMN16378464	Arabidopsis arenosa	49.68381	15.133255	416	Borovsko	Czech Republic	CZE			soil_type=serpentine		tetraploid		
OAHS0028	HS		Alyr_KAR_C158_P2	SAMN06159139	Arabidopsis lyrata subsp. petraea	62.91666793823242	34.41666793823242		Karhumaki	Russia	RUS	Savolainen et al.		location from Pyhajarvi et al.				
OAHS0015	HS		Alyr_PL_PL-S2-1-3	SAMN06141187	Arabidopsis lyrata subsp. petraea	49.650001525878906	11.483333587646484		Plech	Germany	DEU	Savolainen et al.		location from Hamala & Savolainen				
OAHS0014	HS		Alyr_STORR_STORR2a-1	SAMN06141186	Arabidopsis lyrata subsp. petraea	57.50668716430664	-6.1836838722229		Storr	United Kingdom	GBR			location from locality name				
OAHS0006	HS		Alyr_SP_SpNor33-16	SAMN06141178	Arabidopsis lyrata subsp. petraea	62.03333282470703	8.666666984558105		Spiterstulen	Norway	NOR	Savolainen et al.		location from Pyhajarvi et al.				
OAHS0009	HS		Alyr_STU_C138_P1	SAMN06141181	Arabidopsis lyrata subsp. petraea	63.20000076293945	18.950000762939453		Stubbsand	Sweden	SWE	Savolainen et al.		location from Hamala & Savolainen				
OAHS0025	HS		Alyr_MA_MA629-1g	SAMN06141197	Arabidopsis lyrata subsp. lyrata	36.41666793823242	-79.96666717529297		Mayodan	USA	USA	David Remington		location from Pyhajarvi et al.				
OAHS0027	HS		Alyr_KAR_C155_P2	SAMN06159138	Arabidopsis lyrata subsp. petraea	62.91666793823242	34.41666793823242		Karhumaki	Russia	RUS	Savolainen et al.		location from Pyhajarvi et al.				
OAHS0022	HS		Alyr_MA_MA611-1g	SAMN06141194	Arabidopsis lyrata subsp. lyrata	36.41666793823242	-79.96666717529297		Mayodan	USA	USA	David Remington		location from Pyhajarvi et al.				
OAHS0010	HS		Alyr_STU_C98_P2	SAMN06141182	Arabidopsis lyrata subsp. petraea	63.20000076293945	18.950000762939453		Stubbsand	Sweden	SWE	Savolainen et al.		location from Hamala & Savolainen				
OAHS0003	HS		Alyr_SP_SP21	SAMN06141175	Arabidopsis lyrata subsp. petraea	62.03333282470703	8.666666984558105		Spiterstulen	Norway	NOR	Savolainen et al.		location from Pyhajarvi et al.				
OAHS0016	HS		Alyr_PL_PL-S4-2-1	SAMN06141188	Arabidopsis lyrata subsp. petraea	49.650001525878906	11.483333587646484		Plech	Germany	DEU	Savolainen et al.		location from Hamala & Savolainen				
OAHS0004	HS		Alyr_SP_Sp3-5g	SAMN06141176	Arabidopsis lyrata subsp. petraea	62.03333282470703	8.666666984558105		Spiterstulen	Norway	NOR	Savolainen et al.		location from Pyhajarvi et al.				
OAHS0018	HS		Alyr_PL_PL-S6-1-2	SAMN06141190	Arabidopsis lyrata subsp. petraea	49.650001525878906	11.483333587646484		Plech	Germany	DEU	Savolainen et al.		location from Hamala & Savolainen				
OAHS0008	HS		Alyr_STU_C137_R2	SAMN06141180	Arabidopsis lyrata subsp. petraea	63.20000076293945	18.950000762939453		Stubbsand	Sweden	SWE	Savolainen et al.		location from Hamala & Savolainen				
OAHS0013	HS		Alyr_STORR_STORR1d-4	SAMN06141185	Arabidopsis lyrata subsp. petraea	57.50668716430664	-6.1836838722229		Storr	United Kingdom	GBR			location from locality name				
OAHS0019	HS		Alyr_PL_PL-S7-1-2	SAMN06141191	Arabidopsis lyrata subsp. petraea	49.650001525878906	11.483333587646484		Plech	Germany	DEU	Savolainen et al.		location from Hamala & Savolainen				
