oa_id	dataset	ecotype_id	sample_name	biosample	species	latitude	longitude	elevation	locality	country	country_code	collector	collection_date	collection_notes	cs_number	ploidy	internal_data	pooled_plants
OAKG9653	KG	9653	Giffo-1	SAMN03327081	Arabidopsis thaliana	38.44	16.13			ITA	ITA	0	12/30/99		CS76878			
OAKG9655	KG	9655	Marce-1	SAMN03327082	Arabidopsis thaliana	38.92	16.47			ITA	ITA	0	12/30/99		CS77071			
OAKG9656	KG	9656	Marti-1	SAMN03327083	Arabidopsis thaliana	40.64	17.31			ITA	ITA	0	12/30/99		CS77072			
OAKG9657	KG	9657	Melic-1	SAMN03327084	Arabidopsis thaliana	38.45	16.04			ITA	ITA	0	12/30/99		CS77078			
OAKG9658	KG	9658	Nicas-1	SAMN03327085	Arabidopsis thaliana	38.97	16.34			ITA	ITA	0	12/30/99		CS77127			
OAKG9659	KG	9659	Pigna-1	SAMN03327086	Arabidopsis thaliana	41.18	14.18			ITA	ITA	0	12/30/99		CS77177			
OAKG9660	KG	9660	Sarno-1	SAMN03327087	Arabidopsis thaliana	40.84	14.57			ITA	ITA	0	12/30/99		CS77236			
OAKG9661	KG	9661	Cimin-1	SAMN03327088	Arabidopsis thaliana	39.58	16.21			ITA	ITA	0	12/30/99		CS76771			
OAKG9663	KG	9663	Teano-1	SAMN03327089	Arabidopsis thaliana	41.33	14.09			ITA	ITA	0	12/30/99		CS77357			
OAKG9664	KG	9664	Mitterberg-1-179	SAMN03327090	Arabidopsis thaliana	46.366	11.2832		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS78907			
OAKG9665	KG	9665	Mitterberg-1-180	SAMN03327091	Arabidopsis thaliana	46.366	11.2832		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS78908			
OAKG9666	KG	9666	Mitterberg-1-182	SAMN03327092	Arabidopsis thaliana	46.366	11.2832		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS78909			
OAKG9667	KG	9667	Mitterberg-1-183	SAMN03327093	Arabidopsis thaliana	46.366	11.2832		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS78910			
OAKG9668	KG	9668	Mitterberg-2-184	SAMN03327094	Arabidopsis thaliana	46.3668	11.2837		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77085			
OAKG9669	KG	9669	Mitterberg-2-185	SAMN03327095	Arabidopsis thaliana	46.3668	11.2837		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77086			
OAKG9670	KG	9670	Mitterberg-2-186	SAMN03327096	Arabidopsis thaliana	46.3668	11.2837		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77087			
OAKG9671	KG	9671	Mitterberg-3-187	SAMN03327097	Arabidopsis thaliana	46.3668	11.2837		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77088			
OAKG9672	KG	9672	Mitterberg-3-188	SAMN03327098	Arabidopsis thaliana	46.3668	11.2837		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77089			
OAKG9673	KG	9673	Mitterberg-3-189	SAMN03327099	Arabidopsis thaliana	46.3668	11.2837		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77090			
OAKG9676	KG	9676	Mitterberg-4-192	SAMN03327100	Arabidopsis thaliana	46.3718	11.2866		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77093			
OAKG9677	KG	9677	Mitterberg-4-193	SAMN03327101	Arabidopsis thaliana	46.3718	11.2866		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77094			
OAKG9678	KG	9678	Mitterberg-4-194	SAMN03327102	Arabidopsis thaliana	46.3718	11.2866		Mittelberg	ITA	ITA	Joerg Wunder	2005-04-29 0:00:00		CS77095			
OAKG9679	KG	9679	Castelfed-1-195	SAMN03327103	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76744			
OAKG9680	KG	9680	Castelfed-1-196	SAMN03327104	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76745			
OAKG9681	KG	9681	Castelfed-1-197	SAMN03327105	Arabidopsis thaliana	46.3378	11.2928		Caste Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76746			
OAKG9682	KG	9682	Castelfed-1-198	SAMN03327106	Arabidopsis thaliana	46.3378	11.2928		Caste Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76747			
OAKG9683	KG	9683	Castelfed-1-199	SAMN03327107	Arabidopsis thaliana	46.3378	11.2928		Caste Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76748			
OAKG9684	KG	9684	Castelfed-2-200	SAMN03327108	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76749			
OAKG9685	KG	9685	Castelfed-2-201	SAMN03327109	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76750			
OAKG9686	KG	9686	Castelfed-2-202	SAMN03327110	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76751			
OAKG9687	KG	9687	Castelfed-2-203	SAMN03327111	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76752			
OAKG9689	KG	9689	Castelfed-3-205	SAMN03327112	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76754			
OAKG9690	KG	9690	Castelfed-3-206	SAMN03327113	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76755			
OAKG9691	KG	9691	Castelfed-3-207	SAMN03327114	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76756			
OAKG9692	KG	9692	Castelfed-3-208	SAMN03327115	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76757			
OAKG9693	KG	9693	Castelfed-3-209	SAMN03327116	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS76758			
OAKG9694	KG	9694	Castelfed-4-210	SAMN03327117	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS78891			
OAKG9695	KG	9695	Castelfed-4-211	SAMN03327118	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS78892			
OAKG9696	KG	9696	Castelfed-4-214	SAMN03327119	Arabidopsis thaliana	46.3378	11.2928		Castel Feder	ITA	ITA	Joerg Wunder	2005-04-19 0:00:00		CS78893			
OAKG9697	KG	9697	Dolen-1	SAMN03327120	Arabidopsis thaliana	41.62	23.94			BUL	BGR	0	12/30/99		CS76802			
OAKG9698	KG	9698	Goced-1	SAMN03327121	Arabidopsis thaliana	41.57	23.85			BUL	BGR	0	12/30/99		CS76882			
OAKG9699	KG	9699	Kolar-1	SAMN03327122	Arabidopsis thaliana	41.37	23.14			BUL	BGR	0	12/30/99		CS76974			
OAKG9700	KG	9700	Dolna-1-10	SAMN03327123	Arabidopsis thaliana	42.32	23.1			BUL	BGR	0	1999-12-30 0:00:00		CS76803			
OAKG9701	KG	9701	Ivano-1	SAMN03327124	Arabidopsis thaliana	43.7	25.91			BUL	BGR	0	12/30/99		CS76954			
OAKG9703	KG	9703	Melni-1	SAMN03327125	Arabidopsis thaliana	41.53	23.39			BUL	BGR	0	12/30/99		CS77079			
OAKG9704	KG	9704	Melni-2	SAMN03327126	Arabidopsis thaliana	41.53	23.39			BUL	BGR	0	12/30/99		CS77080			
OAKG9705	KG	9705	Choto-1	SAMN03327127	Arabidopsis thaliana	41.5	23.33			BUL	BGR	0	12/30/99		CS76769			
OAKG9706	KG	9706	Dospa-1	SAMN03327128	Arabidopsis thaliana	41.64	24.18			BUL	BGR	0	12/30/99		CS76807			
OAKG9707	KG	9707	Podvi-1	SAMN03327129	Arabidopsis thaliana	41.57	24.84			BUL	BGR	0	12/30/99		CS77187			
OAKG9708	KG	9708	Kardz-1	SAMN03327130	Arabidopsis thaliana	41.62	25.35			BUL	BGR	0	12/30/99		CS76962			
OAKG9709	KG	9709	Zerev-1-34	SAMN03327131	Arabidopsis thaliana	41.85	23.13			BUL	BGR	0	1999-12-30 0:00:00		CS78878			
OAKG9710	KG	9710	Zerev-1-35	SAMN03327132	Arabidopsis thaliana	41.85	23.13			BUL	BGR	0	1999-12-30 0:00:00		CS78879			
OAKG9711	KG	9711	Dolna-1-39	SAMN03327133	Arabidopsis thaliana	42.32	23.1			BUL	BGR	0	1999-12-30 0:00:00		CS76804			
OAKG9712	KG	9712	Dolna-1-40	SAMN03327134	Arabidopsis thaliana	42.32	23.1			BUL	BGR	0	1999-12-30 0:00:00		CS76805			
OAKG9713	KG	9713	Stara-1	SAMN03327135	Arabidopsis thaliana	42.49	25.61			BUL	BGR	0	12/30/99		CS77271			
OAKG9714	KG	9714	Grivo-1	SAMN03327136	Arabidopsis thaliana	41.84	25.75			BUL	BGR	0	12/30/99		CS76888			
OAKG9716	KG	9716	Leska-1-44	SAMN03327137	Arabidopsis thaliana	41.54	24.98			BUL	BGR	0	1999-12-30 0:00:00		CS77030			
OAKG9717	KG	9717	Kardz-2	SAMN03327138	Arabidopsis thaliana	41.66	25.47			BUL	BGR	0	12/30/99		CS76963			
OAKG9718	KG	9718	Smolj-1	SAMN03327139	Arabidopsis thaliana	41.55	24.75			BUL	BGR	0	12/30/99		CS77256			
OAKG9719	KG	9719	Koren-1	SAMN03327140	Arabidopsis thaliana	41.83	25.69			BUL	BGR	0	12/30/99		CS76983			
OAKG9720	KG	9720	Malak-1	SAMN03327141	Arabidopsis thaliana	41.77	25.68			BUL	BGR	0	12/30/99		CS77064			
OAKG9721	KG	9721	Schip-1	SAMN03327142	Arabidopsis thaliana	42.72	25.33			BUL	BGR	0	12/30/99		CS77239			
OAKG9722	KG	9722	Groch-1	SAMN03327143	Arabidopsis thaliana	41.71	24.41			BUL	BGR	0	12/30/99		CS76890			
OAKG9723	KG	9723	Slavi-2	SAMN03327144	Arabidopsis thaliana	41.42	23.67			BUL	BGR	0	12/30/99		CS77252			
OAKG9725	KG	9725	Epidauros-1	SAMN03327145	Arabidopsis thaliana	37.6	23.08			GRC	GRC	0	12/30/99		CS76844			
OAKG9726	KG	9726	Faneronemi-3	SAMN03327146	Arabidopsis thaliana	37.07	22.04			GRC	GRC	0	12/30/99		CS76853			
OAKG9727	KG	9727	Olympia-2	SAMN03327147	Arabidopsis thaliana	37.63	21.62			GRC	GRC	0	12/30/99		CS77144			
OAKG9728	KG	9728	Stiav-1	SAMN03327148	Arabidopsis thaliana	48.46	18.9			SVK	SVK	0	12/30/99		CS77279			
OAKG9729	KG	9729	Stiav-2	SAMN03327149	Arabidopsis thaliana	48.46	18.9			SVK	SVK	0	12/30/99		CS77280			
OAKG9730	KG	9730	Bela-1	SAMN03327150	Arabidopsis thaliana	48.47	18.94			SVK	SVK	0	12/30/99		CS76696			
OAKG9731	KG	9731	Stiav-3	SAMN03327151	Arabidopsis thaliana	48.46	18.9			SVK	SVK	0	12/30/99		CS77281			
OAKG9732	KG	9732	Halca-1	SAMN03327152	Arabidopsis thaliana	48.47	18.96			SVK	SVK	0	12/30/99		CS76909			
OAKG9733	KG	9733	Bela-2	SAMN03327153	Arabidopsis thaliana	48.47	18.94			SVK	SVK	0	12/30/99		CS76697			
OAKG9735	KG	9735	Bela-4	SAMN03327154	Arabidopsis thaliana	48.47	18.94			SVK	SVK	0	12/30/99		CS76699			
OAKG9736	KG	9736	Teiu-2	SAMN03327155	Arabidopsis thaliana	44.69	25.17			ROU	ROU	0	12/30/99		CS77361			
OAKG9737	KG	9737	Ulies-1	SAMN03327156	Arabidopsis thaliana	45.95	22.62			ROU	ROU	0	12/30/99		CS78815			
OAKG9738	KG	9738	Bran-1	SAMN03327157	Arabidopsis thaliana	45.57	25.42			ROU	ROU	0	12/30/99		CS76722			
OAKG9739	KG	9739	Toc-1	SAMN03327158	Arabidopsis thaliana	46.01	22.33			ROU	ROU	0	12/30/99		CS77370			
OAKG9741	KG	9741	Orast-1	SAMN03327159	Arabidopsis thaliana	45.84	23.16			ROU	ROU	0	12/30/99		CS77151			
OAKG9743	KG	9743	Furni-1	SAMN03327160	Arabidopsis thaliana	45.14	25			ROU	ROU	0	12/30/99		CS76873			
OAKG9744	KG	9744	Iasi-1	SAMN03327161	Arabidopsis thaliana	47.16	27.59			ROU	ROU	0	12/30/99		CS76944			
OAKG9745	KG	9745	Sij 1/96	SAMN03327162	Arabidopsis thaliana	41.45	70.05			UZB	UZB	0	12/30/99		CS77249			
OAKG9747	KG	9747	Zabar-1	SAMN03327163	Arabidopsis thaliana	44.38	21.22			SRB	SRB	0	12/30/99		CS78870			
OAKG9748	KG	9748	Zagub-1	SAMN03327164	Arabidopsis thaliana	44.23	21.71			SRB	SRB	0	12/30/99		CS78871			
OAKG9749	KG	9749	Knjas-1	SAMN03327165	Arabidopsis thaliana	43.54	22.29			SRB	SRB	0	12/30/99		CS76971			
OAKG9754	KG	9754	Sredn-1	SAMN03327166	Arabidopsis thaliana	44.66	21.37			SRB	SRB	0	12/30/99		CS77269			
OAKG9755	KG	9755	Vajug-1	SAMN03327167	Arabidopsis thaliana	44.56	22.56			SRB	SRB	0	12/30/99		CS78828			
OAKG9756	KG	9756	Staro-2	SAMN03327168	Arabidopsis thaliana	44.3	21.08			SRB	SRB	0	12/30/99		CS77273			
OAKG9757	KG	9757	Staro-1	SAMN03327169	Arabidopsis thaliana	44.3	21.08			SRB	SRB	0	12/30/99		CS77272			
OAKG9758	KG	9758	Altai-5	SAMN03327170	Arabidopsis thaliana	47.75	88.4			CHN	CHN	0	12/30/99		CS76433			
OAKG9759	KG	9759	Anz-0	SAMN03327171	Arabidopsis thaliana	37.47	49.47			IRN	IRN	0	12/30/99		CS76439			
OAKG9761	KG	9761	Bik-1	SAMN03327172	Arabidopsis thaliana	33.92	35.7			LBN	LBN	0	12/30/99		CS76449			
OAKG9762	KG	9762	Etna-2	SAMN03327173	Arabidopsis thaliana	37.69	14.98			ITA	ITA	0	1999-12-30 0:00:00		CS76487			
OAKG9764	KG	9764	Qar-8a	SAMN03327174	Arabidopsis thaliana	34.1	35.84			LBN	LBN	0	1999-12-30 0:00:00		CS76581			
OAKG9766	KG	9766	Westkar-4	SAMN03327175	Arabidopsis thaliana	42.26	74.16			KGZ	KGZ	0	12/30/99		CS76629			
OAKG9768	KG	9768	Ru4-16	SAMN03327176	Arabidopsis thaliana	48.57	9.16		Near Rubgarten	GER	DEU	0	1999-12-30 0:00:00		CS77225			
OAKG9769	KG	9769	HE-1	SAMN03327177	Arabidopsis thaliana	48.55	8.99		Entringen/Hagelloch	GER	DEU	0	1999-12-30 0:00:00		CS76916			
OAKG9770	KG	9770	KBG2-13	SAMN03327178	Arabidopsis thaliana	48.53	9.01		Hagelloch (Kreuzberg)	GER	DEU	0	1999-12-30 0:00:00		CS76966			
OAKG9771	KG	9771	Pfn-N2.2-6	SAMN03327179	Arabidopsis thaliana	48.56	9.11		Near Pfrondorf	GER	DEU	0	1999-12-30 0:00:00		CS77172			
OAKG9772	KG	9772	Hof-1	SAMN03327180	Arabidopsis thaliana	48.41	8.85		Hofendorf	GER	DEU	0	1999-12-30 0:00:00		CS76925			
OAKG9774	KG	9774	Alt-1	SAMN03327181	Arabidopsis thaliana	48.59	9.22		Altensteig	GER	DEU	0	1999-12-30 0:00:00		CS76663			
OAKG9775	KG	9775	Berg-1	SAMN03327182	Arabidopsis thaliana	48.41	8.79		Near Felldorf	GER	DEU	0	1999-12-30 0:00:00		CS76701			
OAKG9776	KG	9776	Fell3-7	SAMN03327183	Arabidopsis thaliana	48.43	8.79		Felldorf	GER	DEU	0	1999-12-30 0:00:00		CS76857			
OAKG9777	KG	9777	Gn-1	SAMN03327184	Arabidopsis thaliana	48.57	9.17		Gniebel	GER	DEU	0	1999-12-30 0:00:00		CS76880			
OAKG9778	KG	9778	Bach-7	SAMN03327185	Arabidopsis thaliana	48.41	8.84		Near Starzach Wachendorf	GER	DEU	0	1999-12-30 0:00:00		CS76679			
OAKG9779	KG	9779	Bai-10	SAMN03327186	Arabidopsis thaliana	48.5	8.78		Baisingen	GER	DEU	0	1999-12-30 0:00:00		CS76682			
OAKG9780	KG	9780	Fell2-4	SAMN03327187	Arabidopsis thaliana	48.43	8.79		Felldorf	GER	DEU	0	1999-12-30 0:00:00		CS76856			
OAKG9781	KG	9781	Kus2-2	SAMN03327188	Arabidopsis thaliana	48.52	9.11		Kusterdingen	GER	DEU	0	1999-12-30 0:00:00		CS76990			
OAKG9782	KG	9782	Lu3-30	SAMN03327189	Arabidopsis thaliana	48.53	9.09		Tubingen-Lustnau	GER	DEU	0	1999-12-30 0:00:00		CS77057			
OAKG9783	KG	9783	Tu-PK-7	SAMN03327190	Arabidopsis thaliana	48.52	9.05		Tubingen (central)	GER	DEU	0	1999-12-30 0:00:00		CS77396			
OAKG9784	KG	9784	Erg2-6	SAMN03327191	Arabidopsis thaliana	48.5	8.8		Ergenzingen	GER	DEU	0	1999-12-30 0:00:00		CS76845			
OAKG9785	KG	9785	Ha-HBT1-2	SAMN03327192	Arabidopsis thaliana	48.54	9.02		Hagelloch (Heuberg)	GER	DEU	0	1999-12-30 0:00:00		CS76898			
OAKG9786	KG	9786	Ha-P-13	SAMN03327193	Arabidopsis thaliana	48.54	9.01		Hagelloch	GER	DEU	0	1999-12-30 0:00:00		CS76901			
OAKG9787	KG	9787	HI-4	SAMN03327194	Arabidopsis thaliana	48.5	9		Hirschau	GER	DEU	0	1999-12-30 0:00:00		CS76922			
OAKG9788	KG	9788	KBG1-14	SAMN03327195	Arabidopsis thaliana	48.53	9.01		Hagelloch (Kreuzberg)	GER	DEU	0	1999-12-30 0:00:00		CS76965			
OAKG9789	KG	9789	Obh-13	SAMN03327196	Arabidopsis thaliana	48.39	8.96		Oberhausen	GER	DEU	0	1999-12-30 0:00:00		CS77140			
OAKG9790	KG	9790	Gn2-3	SAMN03327197	Arabidopsis thaliana	48.58	9.18		Gniebel	GER	DEU	0	1999-12-30 0:00:00		CS76881			
OAKG9791	KG	9791	Haes-1	SAMN03327198	Arabidopsis thaliana	48.6	9.2		Haslach	GER	DEU	0	1999-12-30 0:00:00		CS76914			
OAKG9792	KG	9792	Lu4-2	SAMN03327199	Arabidopsis thaliana	48.54	9.09		Tubingen-Lustnau	GER	DEU	0	1999-12-30 0:00:00		CS77058			
OAKG9793	KG	9793	Ru-N2	SAMN03327200	Arabidopsis thaliana	48.57	9.16		Rubgarten-north	GER	DEU	0	1999-12-30 0:00:00		CS77224			
OAKG9794	KG	9794	Tu-B1-2	SAMN03327201	Arabidopsis thaliana	48.52	9.08		Tubingen (East)	GER	DEU	0	1999-12-30 0:00:00		CS77391			
OAKG9795	KG	9795	Wank-2	SAMN03327202	Arabidopsis thaliana	48.5	9.11		Wankheim	GER	DEU	0	1999-12-30 0:00:00		CS78852			
OAKG9796	KG	9796	Bach2-1	SAMN03327203	Arabidopsis thaliana	48.41	8.84		Near Starzach Wachendorf	GER	DEU	0	1999-12-30 0:00:00		CS76680			
OAKG9797	KG	9797	Ha-HBT2-10	SAMN03327204	Arabidopsis thaliana	48.54	9.02		Hagelloch (Heuberg)	GER	DEU	0	1999-12-30 0:00:00		CS76899			
OAKG9798	KG	9798	Ha-P2-1	SAMN03327205	Arabidopsis thaliana	48.54	9.01		Hagelloch	GER	DEU	0	1999-12-30 0:00:00		CS76902			
OAKG9799	KG	9799	Hart-2	SAMN03327206	Arabidopsis thaliana	48.39	8.85		Hart	GER	DEU	0	1999-12-30 0:00:00		CS76913			
OAKG9800	KG	9800	Ha-S-B	SAMN03327207	Arabidopsis thaliana	48.54	9.01		Hagelloch (South)	GER	DEU	0	1999-12-30 0:00:00		CS76903			
OAKG9801	KG	9801	Ha-SP-2	SAMN03327208	Arabidopsis thaliana	48.54	9.01		Hagelloch (Sport field)	GER	DEU	0	1999-12-30 0:00:00		CS76904			
OAKG9802	KG	9802	Kus3-1	SAMN03327209	Arabidopsis thaliana	48.51	9.11		Kusterdingen (field)	GER	DEU	0	1999-12-30 0:00:00		CS76991			
OAKG9803	KG	9803	Muh-2	SAMN03327210	Arabidopsis thaliana	48.42	8.76		Bad Imnau - Muhringen	GER	DEU	0	1999-12-30 0:00:00		CS77113			
OAKG9804	KG	9804	Obe1-15	SAMN03327211	Arabidopsis thaliana	48.45	8.87		Obernau	GER	DEU	0	1999-12-30 0:00:00		CS77139			
OAKG9805	KG	9805	Pfn-10	SAMN03327212	Arabidopsis thaliana	48.54	9.09		Pfrondorf	GER	DEU	0	1999-12-30 0:00:00		CS77171			
OAKG9806	KG	9806	Ru-2	SAMN03327213	Arabidopsis thaliana	48.56	9.16		Rubgarten	GER	DEU	0	1999-12-30 0:00:00		CS77223			
OAKG9807	KG	9807	Schl-7	SAMN03327214	Arabidopsis thaliana	48.6	9.22		Schlaitdorf	GER	DEU	0	1999-12-30 0:00:00		CS77240			
OAKG9808	KG	9808	Tu-B2-3	SAMN03327215	Arabidopsis thaliana	48.52	9.08		Tubingen (East)	GER	DEU	0	1999-12-30 0:00:00		CS77392			
OAKG9809	KG	9809	Tu-KB-6	SAMN03327216	Arabidopsis thaliana	48.52	9.05		Tubingen (central)	GER	DEU	0	1999-12-30 0:00:00		CS77393			
OAKG9810	KG	9810	Tu-KS-7	SAMN03327217	Arabidopsis thaliana	48.53	9.07		Tubingen (central)	GER	DEU	0	1999-12-30 0:00:00		CS77394			
OAKG9811	KG	9811	Tu-NK-12	SAMN03327218	Arabidopsis thaliana	48.52	9.05		Tubingen (central)	GER	DEU	0	1999-12-30 0:00:00		CS77395			
OAKG9812	KG	9812	Tu-W1	SAMN03327219	Arabidopsis thaliana	48.52	9.03		Tubingen (West)	GER	DEU	0	1999-12-30 0:00:00		CS77397			
OAKG9813	KG	9813	BI-4	SAMN03327220	Arabidopsis thaliana	48.4	8.77		Bad Imnau	GER	DEU	0	1999-12-30 0:00:00		CS76706			
OAKG9814	KG	9814	Fell1-10	SAMN03327221	Arabidopsis thaliana	48.42	8.79		Near Felldorf	GER	DEU	0	1999-12-30 0:00:00		CS76855			
OAKG9815	KG	9815	Ha-HBT3-11	SAMN03327222	Arabidopsis thaliana	48.54	9.02		Near Gross Engstingen	GER	DEU	0	1999-12-30 0:00:00		CS76900			
OAKG9816	KG	9816	Tu-WH	SAMN03327223	Arabidopsis thaliana	48.55	9.06		Hagelloch (Heuberg)	GER	DEU	0	1999-12-30 0:00:00		CS77398			
OAKG9817	KG	9817	IP-Ace-0	SAMN03327224	Arabidopsis thaliana	39.84	-6.6		Acehuche	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76642			
OAKG9819	KG	9819	IP-Amu-0	SAMN03327225	Arabidopsis thaliana	42.35	-3.03		Amunartia	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76664			
OAKG9820	KG	9820	IP-Are-0	SAMN03327226	Arabidopsis thaliana	41	-4.71		Arevalo	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76671			
OAKG9821	KG	9821	IP-Aru-0	SAMN03327227	Arabidopsis thaliana	41.81	2.49		Arbúcies	ESP	ESP	Xavier Picó	1999-12-30 0:00:00		CS76674			
OAKG9822	KG	9822	IP-Aul-0	SAMN03327228	Arabidopsis thaliana	40.52	-4.02		Aulencia	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76675			
OAKG9823	KG	9823	IP-Bae-0	SAMN03327229	Arabidopsis thaliana	43.34	-5.84		Los Barreros	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76681			
OAKG9824	KG	9824	IP-Bes-5	SAMN03327230	Arabidopsis thaliana	42.91	-4.91		Besande	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76702			
OAKG9825	KG	9825	IP-Boa-0	SAMN03327231	Arabidopsis thaliana	40.4	-3.88		Boadilla del Monte	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76714			
OAKG9826	KG	9826	IP-Bor-0	SAMN03327232	Arabidopsis thaliana	42.49	-6.71		Borrenes	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76717			
OAKG9827	KG	9827	IP-Bos-0	SAMN03327233	Arabidopsis thaliana	42.78	0.69		Bossost	ESP	ESP	Xavier Picó	1999-12-30 0:00:00		CS76719			
OAKG9828	KG	9828	IP-Bra-0	SAMN03327234	Arabidopsis thaliana	42.5	-6.15		Brazuelo	ESP	ESP	Xavier Picó	1999-12-30 0:00:00		CS76721			
OAKG9830	KG	9830	IP-Bus-0	SAMN03327235	Arabidopsis thaliana	36.97	-3.28		Busquistar	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76736			
OAKG9831	KG	9831	IP-Cas-0	SAMN03327236	Arabidopsis thaliana	38.54	-3.39		Castellar de Santiago	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76743			
OAKG9832	KG	9832	IP-Cat-0	SAMN03327237	Arabidopsis thaliana	40.54	-3.69		Cantoblanco	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76759			
OAKG9833	KG	9833	IP-Cha-0	SAMN03327238	Arabidopsis thaliana	40.38	-4.21		Chapinería	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76764			
OAKG9834	KG	9834	IP-Cho-0	SAMN03327239	Arabidopsis thaliana	40.51	-3.9		La Chopera de las Rozas	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76768			
OAKG9835	KG	9835	IP-Cir-0	SAMN03327240	Arabidopsis thaliana	40.61	-6.57		Ciudad Rodrigo	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76772			
OAKG9836	KG	9836	IP-Cod-0	SAMN03327241	Arabidopsis thaliana	41.25	-1.32		Codos	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76777			
OAKG9837	KG	9837	IP-Con-0	SAMN03327242	Arabidopsis thaliana	37.94	-5.6		Constantina	ESP	ESP	Xavier Picó	1999-12-30 0:00:00		CS76780			
OAKG9838	KG	9838	IP-Cot-0	SAMN03327243	Arabidopsis thaliana	41.83	-5.38		Cotanes del Monte	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76784			
OAKG9839	KG	9839	IP-Coy-0	SAMN03327244	Arabidopsis thaliana	40.44	-4.27		Colmenar del Arroyo	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76785			
OAKG9840	KG	9840	IP-Dar-0	SAMN03327245	Arabidopsis thaliana	41.13	-1.43		Daroca	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76792			
OAKG9841	KG	9841	IP-Ees-0	SAMN03327246	Arabidopsis thaliana	40.59	-4.15		San Lorenzo del Escorial	ESP	ESP	Carlos Alonso-Blanco	1999-12-30 0:00:00		CS76836			
