library	run	sample	include	is_sra
SRR2040801	PRJNA284572	OANK0062	Y	Y
SRR2040800	PRJNA284572	OANK0063	Y	Y
SRR2040799	PRJNA284572	OANK0064	Y	Y
SRR2040798	PRJNA284572	OANK0065	Y	Y
SRR2040792	PRJNA284572	OANK0066	Y	Y
SRR2040790	PRJNA284572	OANK0067	Y	Y
SRR2040791	PRJNA284572	OANK0068	Y	Y
SRR2040789	PRJNA284572	OANK0069	Y	Y
SRR2040788	PRJNA284572	OANK0070	Y	Y
SRR2040787	PRJNA284572	OANK0071	Y	Y
SRR2040785	PRJNA284572	OANK0072	Y	Y
SRR2040786	PRJNA284572	OANK0073	Y	Y
SRR2040783	PRJNA284572	OANK0074	Y	Y
SRR2040784	PRJNA284572	OANK0075	Y	Y
SRR2040781	PRJNA284572	OANK0077	Y	Y
SRR2040780	PRJNA284572	OANK0078	Y	Y
SRR2040779	PRJNA284572	OANK0079	Y	Y
SRR2040778	PRJNA284572	OANK0080	Y	Y
SRR2040776	PRJNA284572	OANK0081	Y	Y
SRR2040777	PRJNA284572	OANK0082	Y	Y
SRR2040775	PRJNA284572	OANK0083	Y	Y
SRR2040774	PRJNA284572	OANK0084	Y	Y
SRR2040773	PRJNA284572	OANK0085	Y	Y
SRR2040772	PRJNA284572	OANK0086	Y	Y
SRR2040771	PRJNA284572	OANK0087	Y	Y
SRR2040770	PRJNA284572	OANK0088	Y	Y
SRR2040769	PRJNA284572	OANK0089	Y	Y
SRR2082782	PRJNA284572	OANK0090	Y	Y
SRR2082785	PRJNA284572	OANK0090	Y	Y
SRR2082771	PRJNA284572	OANK0091	Y	Y
SRR2082772	PRJNA284572	OANK0091	Y	Y
DRR054434	PRJDB4054	OANK0003		Y
DRR054581	PRJDB4504	OANK0004		Y
DRR054582	PRJDB4504	OANK0005	Y	Y
DRR054583	PRJDB4504	OANK0006	Y	Y
SRR2084158	PRJNA284572	OANK0094		Y
SRR2084157	PRJNA284572	OANK0095		Y
SRR2084154	PRJNA284572	OANK0096		Y
DRR100009	PRJDB6166	OAPK0001	Y	Y
DRR100013	PRJDB6166	OAPK0002	Y	Y
DRR100008	PRJDB6166	OAPK0003	Y	Y
DRR099998	PRJDB6166	OAPK0004	Y	Y
DRR100021	PRJDB6166	OAPK0004	Y	Y
DRR099994	PRJDB6166	OAPK0005	Y	Y
DRR100017	PRJDB6166	OAPK0005	Y	Y
DRR099992	PRJDB6166	OAPK0006	Y	Y
DRR100015	PRJDB6166	OAPK0006	Y	Y
DRR100003	PRJDB6166	OAPK0007	Y	Y
DRR100023	PRJDB6166	OAPK0007	Y	Y
DRR099996	PRJDB6166	OAPK0008	Y	Y
DRR100019	PRJDB6166	OAPK0008	Y	Y
DRR099997	PRJDB6166	OAPK0009	Y	Y
DRR100020	PRJDB6166	OAPK0009	Y	Y
DRR099993	PRJDB6166	OAPK0011	Y	Y
DRR100016	PRJDB6166	OAPK0011	Y	Y
DRR099995	PRJDB6166	OAPK0012	Y	Y
DRR100018	PRJDB6166	OAPK0012	Y	Y
DRR100000	PRJDB6166	OAPK0013	Y	Y
DRR100006	PRJDB6166	OAPK0014	Y	Y
DRR100007	PRJDB6166	OAPK0015	Y	Y
DRR100001	PRJDB6166	OAPK0016		Y
DRR100005	PRJDB6166	OAPK0017	Y	Y
DRR100011	PRJDB6166	OAPK0018	Y	Y
DRR099999	PRJDB6166	OAPK0019	Y	Y
DRR100022	PRJDB6166	OAPK0019	Y	Y
DRR099991	PRJDB6166	OAPK0020	Y	Y
DRR100014	PRJDB6166	OAPK0020	Y	Y
DRR100002	PRJDB6166	OAPK0021	Y	Y
DRR100004	PRJDB6166	OAPK0022	Y	Y
DRR100012	PRJDB6166	OAPK0024	Y	Y
DRR100024	PRJDB6166	OAPK0024	Y	Y
DRR100010	PRJDB6166	OAPK0025	Y	Y
SRR7637273	PRJNA484107	OAAN0001	Y	Y
SRR7637274	PRJNA484107	OAAN0002	Y	Y
SRR7637275	PRJNA484107	OAAN0003	Y	Y
SRR7637276	PRJNA484107	OAAN0004	Y	Y
SRR7637277	PRJNA484107	OAAN0005	Y	Y
SRR7637278	PRJNA484107	OAAN0006	Y	Y
SRR7637279	PRJNA484107	OAAN0007	Y	Y
SRR7637280	PRJNA484107	OAAN0008	Y	Y
SRR7637281	PRJNA484107	OAAN0009	Y	Y
SRR7637282	PRJNA484107	OAAN0010	Y	Y
SRR7637283	PRJNA484107	OAAN0011	Y	Y
SRR7637284	PRJNA484107	OAAN0012	Y	Y
SRR7637285	PRJNA484107	OAAN0013	Y	Y
SRR7637286	PRJNA484107	OAAN0014	Y	Y
SRR7637287	PRJNA484107	OAAN0015	Y	Y
SRR7637288	PRJNA484107	OAAN0016	Y	Y
SRR7637289	PRJNA484107	OAAN0017	Y	Y
SRR7637290	PRJNA484107	OAAN0018	Y	Y
SRR7637291	PRJNA484107	OAAN0019	Y	Y
SRR7637292	PRJNA484107	OAAN0020	Y	Y
SRR7637293	PRJNA484107	OAAN0021	Y	Y
SRR7637294	PRJNA484107	OAAN0022	Y	Y
SRR7637295	PRJNA484107	OAAN0023	Y	Y
SRR7637296	PRJNA484107	OAAN0024	Y	Y
SRR7637297	PRJNA484107	OAAN0025	Y	Y
SRR7637298	PRJNA484107	OAAN0026	Y	Y
SRR7637299	PRJNA484107	OAAN0027	Y	Y
SRR7637300	PRJNA484107	OAAN0028	Y	Y
SRR7637301	PRJNA484107	OAAN0029	Y	Y
SRR7637302	PRJNA484107	OAAN0030	Y	Y
SRR7637303	PRJNA484107	OAAN0031	Y	Y
SRR7637304	PRJNA484107	OAAN0032	Y	Y
SRR7637305	PRJNA484107	OAAN0033	Y	Y
SRR7637306	PRJNA484107	OAAN0034	Y	Y
SRR7637307	PRJNA484107	OAAN0035	Y	Y
SRR7637308	PRJNA484107	OAAN0036	Y	Y
SRR7637309	PRJNA484107	OAAN0037	Y	Y
SRR7637310	PRJNA484107	OAAN0038	Y	Y
SRR7637311	PRJNA484107	OAAN0039	Y	Y
SRR7637312	PRJNA484107	OAAN0040	Y	Y
SRR7637313	PRJNA484107	OAAN0041	Y	Y
SRR7637314	PRJNA484107	OAAN0042	Y	Y
SRR7637315	PRJNA484107	OAAN0043	Y	Y
SRR7637316	PRJNA484107	OAAN0044	Y	Y
SRR7637317	PRJNA484107	OAAN0045	Y	Y
SRR7637318	PRJNA484107	OAAN0046	Y	Y
SRR7637319	PRJNA484107	OAAN0047	Y	Y
SRR7637320	PRJNA484107	OAAN0048	Y	Y
SRR7637321	PRJNA484107	OAAN0049	Y	Y
SRR7637322	PRJNA484107	OAAN0050	Y	Y
SRR7637323	PRJNA484107	OAAN0051	Y	Y
SRR7637324	PRJNA484107	OAAN0052	Y	Y
SRR7637325	PRJNA484107	OAAN0053	Y	Y
SRR7637326	PRJNA484107	OAAN0054	Y	Y
SRR7637327	PRJNA484107	OAAN0055	Y	Y
SRR7637328	PRJNA484107	OAAN0056	Y	Y
SRR7637329	PRJNA484107	OAAN0057	Y	Y
SRR7637330	PRJNA484107	OAAN0058	Y	Y
SRR7637331	PRJNA484107	OAAN0059	Y	Y
SRR7637332	PRJNA484107	OAAN0060	Y	Y
SRR7637333	PRJNA484107	OAAN0061	Y	Y
SRR7637334	PRJNA484107	OAAN0062	Y	Y
SRR7637335	PRJNA484107	OAAN0063	Y	Y
SRR7637336	PRJNA484107	OAAN0064	Y	Y
SRR7637337	PRJNA484107	OAAN0065	Y	Y
SRR7637338	PRJNA484107	OAAN0066	Y	Y
SRR7637339	PRJNA484107	OAAN0067	Y	Y
SRR7637340	PRJNA484107	OAAN0068	Y	Y
SRR7637341	PRJNA484107	OAAN0069	Y	Y
SRR7637342	PRJNA484107	OAAN0070	Y	Y
SRR7637343	PRJNA484107	OAAN0071	Y	Y
SRR7637344	PRJNA484107	OAAN0072	Y	Y
SRR7637345	PRJNA484107	OAAN0073	Y	Y
SRR7637346	PRJNA484107	OAAN0074	Y	Y
SRR7637347	PRJNA484107	OAAN0075	Y	Y
SRR7637348	PRJNA484107	OAAN0076	Y	Y
SRR7637349	PRJNA484107	OAAN0077	Y	Y
SRR7637350	PRJNA484107	OAAN0078	Y	Y
SRR7637351	PRJNA484107	OAAN0079	Y	Y
SRR7637352	PRJNA484107	OAAN0080	Y	Y
SRR7637353	PRJNA484107	OAAN0081	Y	Y
SRR7637354	PRJNA484107	OAAN0082	Y	Y
SRR7637355	PRJNA484107	OAAN0083	Y	Y
SRR7637356	PRJNA484107	OAAN0084	Y	Y
SRR7637357	PRJNA484107	OAAN0085	Y	Y
SRR7637358	PRJNA484107	OAAN0086	Y	Y
SRR7637359	PRJNA484107	OAAN0087	Y	Y
SRR7637360	PRJNA484107	OAAN0088	Y	Y
SRR7637361	PRJNA484107	OAAN0089	Y	Y
SRR7637362	PRJNA484107	OAAN0090	Y	Y
SRR7637363	PRJNA484107	OAAN0091	Y	Y
SRR7637364	PRJNA484107	OAAN0092	Y	Y
SRR7637365	PRJNA484107	OAAN0093	Y	Y
SRR7637366	PRJNA484107	OAAN0094	Y	Y
SRR7637367	PRJNA484107	OAAN0095	Y	Y
SRR7637368	PRJNA484107	OAAN0096	Y	Y
SRR7637369	PRJNA484107	OAAN0097	Y	Y
SRR7637370	PRJNA484107	OAAN0098	Y	Y
SRR7637371	PRJNA484107	OAAN0099	Y	Y
SRR7637372	PRJNA484107	OAAN0100	Y	Y
SRR7637373	PRJNA484107	OAAN0101	Y	Y
SRR7637374	PRJNA484107	OAAN0102	Y	Y
SRR7637375	PRJNA484107	OAAN0103	Y	Y
SRR7637376	PRJNA484107	OAAN0104	Y	Y
SRR7637377	PRJNA484107	OAAN0105	Y	Y
SRR7637378	PRJNA484107	OAAN0106	Y	Y
SRR7637379	PRJNA484107	OAAN0107	Y	Y
SRR7637380	PRJNA484107	OAAN0108	Y	Y
SRR7637381	PRJNA484107	OAAN0109	Y	Y
SRR7637382	PRJNA484107	OAAN0110	Y	Y
SRR7637383	PRJNA484107	OAAN0111	Y	Y
SRR7637384	PRJNA484107	OAAN0112	Y	Y
SRR7637385	PRJNA484107	OAAN0113	Y	Y
SRR7637386	PRJNA484107	OAAN0114	Y	Y
SRR7637387	PRJNA484107	OAAN0115	Y	Y
SRR7637388	PRJNA484107	OAAN0116	Y	Y
SRR7637389	PRJNA484107	OAAN0117	Y	Y
SRR7637390	PRJNA484107	OAAN0118	Y	Y
SRR7637391	PRJNA484107	OAAN0119	Y	Y
SRR7637392	PRJNA484107	OAAN0120	Y	Y
SRR7637393	PRJNA484107	OAAN0121	Y	Y
SRR7637394	PRJNA484107	OAAN0122	Y	Y
SRR7637395	PRJNA484107	OAAN0123	Y	Y
SRR7637396	PRJNA484107	OAAN0124	Y	Y
SRR7637397	PRJNA484107	OAAN0125	Y	Y
SRR7637398	PRJNA484107	OAAN0126	Y	Y
SRR7637399	PRJNA484107	OAAN0127	Y	Y
SRR7637400	PRJNA484107	OAAN0128	Y	Y
SRR7637401	PRJNA484107	OAAN0129	Y	Y
SRR7637402	PRJNA484107	OAAN0130	Y	Y
SRR7637403	PRJNA484107	OAAN0131	Y	Y
SRR7637404	PRJNA484107	OAAN0132	Y	Y
SRR7637405	PRJNA484107	OAAN0133	Y	Y
SRR7637406	PRJNA484107	OAAN0134	Y	Y
SRR7637407	PRJNA484107	OAAN0135	Y	Y
SRR7637408	PRJNA484107	OAAN0136	Y	Y
SRR7637409	PRJNA484107	OAAN0137	Y	Y
SRR7637410	PRJNA484107	OAAN0138	Y	Y
SRR7637411	PRJNA484107	OAAN0139	Y	Y
SRR7637412	PRJNA484107	OAAN0140	Y	Y
SRR7637413	PRJNA484107	OAAN0141	Y	Y
SRR7637414	PRJNA484107	OAAN0142	Y	Y
SRR7637415	PRJNA484107	OAAN0143	Y	Y
SRR7637416	PRJNA484107	OAAN0144	Y	Y
SRR7637417	PRJNA484107	OAAN0145	Y	Y
SRR7637418	PRJNA484107	OAAN0146	Y	Y
SRR7637419	PRJNA484107	OAAN0147	Y	Y
SRR7637420	PRJNA484107	OAAN0148	Y	Y
SRR7637421	PRJNA484107	OAAN0149	Y	Y
SRR7637422	PRJNA484107	OAAN0150	Y	Y
SRR7637423	PRJNA484107	OAAN0151	Y	Y
SRR7637424	PRJNA484107	OAAN0152	Y	Y
SRR7637425	PRJNA484107	OAAN0153	Y	Y
SRR7637426	PRJNA484107	OAAN0154	Y	Y
SRR7637427	PRJNA484107	OAAN0155	Y	Y
SRR7637428	PRJNA484107	OAAN0156	Y	Y
SRR7637429	PRJNA484107	OAAN0157	Y	Y
SRR7637430	PRJNA484107	OAAN0158	Y	Y
SRR7637431	PRJNA484107	OAAN0159	Y	Y
SRR7637432	PRJNA484107	OAAN0160	Y	Y
SRR7637433	PRJNA484107	OAAN0161	Y	Y
SRR7637434	PRJNA484107	OAAN0162	Y	Y
SRR7637435	PRJNA484107	OAAN0163	Y	Y
SRR7637436	PRJNA484107	OAAN0164	Y	Y
SRR7637437	PRJNA484107	OAAN0165	Y	Y
SRR7637438	PRJNA484107	OAAN0166	Y	Y
SRR7637439	PRJNA484107	OAAN0167	Y	Y
SRR7637440	PRJNA484107	OAAN0168	Y	Y
SRR7637441	PRJNA484107	OAAN0169	Y	Y
SRR7637442	PRJNA484107	OAAN0170	Y	Y
SRR7637443	PRJNA484107	OAAN0171	Y	Y
SRR7637444	PRJNA484107	OAAN0172	Y	Y
SRR7637445	PRJNA484107	OAAN0173	Y	Y
SRR7637446	PRJNA484107	OAAN0174	Y	Y
SRR7637447	PRJNA484107	OAAN0175	Y	Y
SRR7637448	PRJNA484107	OAAN0176	Y	Y
SRR7637449	PRJNA484107	OAAN0177	Y	Y
SRR7637450	PRJNA484107	OAAN0178	Y	Y
SRR7637451	PRJNA484107	OAAN0179	Y	Y
SRR7637452	PRJNA484107	OAAN0180	Y	Y
SRR7637453	PRJNA484107	OAAN0181	Y	Y
SRR7637454	PRJNA484107	OAAN0182	Y	Y
SRR7637455	PRJNA484107	OAAN0183	Y	Y
SRR7637456	PRJNA484107	OAAN0184	Y	Y
SRR7637457	PRJNA484107	OAAN0185	Y	Y
SRR7637458	PRJNA484107	OAAN0186	Y	Y
SRR7637459	PRJNA484107	OAAN0187	Y	Y
SRR7637460	PRJNA484107	OAAN0188	Y	Y
SRR7637461	PRJNA484107	OAAN0189	Y	Y
SRR7637462	PRJNA484107	OAAN0190	Y	Y
SRR7637463	PRJNA484107	OAAN0191	Y	Y
SRR7637464	PRJNA484107	OAAN0192	Y	Y
SRR7637465	PRJNA484107	OAAN0193	Y	Y
SRR7637466	PRJNA484107	OAAN0194	Y	Y
SRR7637467	PRJNA484107	OAAN0195	Y	Y
SRR7637468	PRJNA484107	OAAN0196	Y	Y
SRR7637469	PRJNA484107	OAAN0197	Y	Y
SRR7637470	PRJNA484107	OAAN0198	Y	Y
SRR7637471	PRJNA484107	OAAN0199	Y	Y
SRR7637472	PRJNA484107	OAAN0200	Y	Y
SRR7637473	PRJNA484107	OAAN0201	Y	Y
SRR7637474	PRJNA484107	OAAN0202	Y	Y
SRR7637475	PRJNA484107	OAAN0203	Y	Y
SRR7637476	PRJNA484107	OAAN0204	Y	Y
SRR7637477	PRJNA484107	OAAN0205	Y	Y
SRR7637478	PRJNA484107	OAAN0206	Y	Y
SRR7637479	PRJNA484107	OAAN0207	Y	Y
SRR7637480	PRJNA484107	OAAN0208	Y	Y
SRR7637481	PRJNA484107	OAAN0209	Y	Y
SRR7637482	PRJNA484107	OAAN0210	Y	Y
SRR7637483	PRJNA484107	OAAN0211	Y	Y
SRR7637484	PRJNA484107	OAAN0212	Y	Y
SRR7637485	PRJNA484107	OAAN0213	Y	Y
SRR7637486	PRJNA484107	OAAN0214	Y	Y
SRR7637487	PRJNA484107	OAAN0215	Y	Y
SRR7637488	PRJNA484107	OAAN0216	Y	Y
SRR7637489	PRJNA484107	OAAN0217	Y	Y
SRR7637490	PRJNA484107	OAAN0218	Y	Y
SRR7637491	PRJNA484107	OAAN0219	Y	Y
SRR7637492	PRJNA484107	OAAN0220	Y	Y
SRR7637493	PRJNA484107	OAAN0221	Y	Y
SRR7637494	PRJNA484107	OAAN0222	Y	Y
SRR7637495	PRJNA484107	OAAN0223	Y	Y
SRR7637496	PRJNA484107	OAAN0224	Y	Y
SRR7637497	PRJNA484107	OAAN0225	Y	Y
SRR7637498	PRJNA484107	OAAN0226	Y	Y
SRR7637499	PRJNA484107	OAAN0227	Y	Y
SRR7637500	PRJNA484107	OAAN0228	Y	Y
SRR7637501	PRJNA484107	OAAN0229	Y	Y
SRR7637502	PRJNA484107	OAAN0230	Y	Y
SRR7637503	PRJNA484107	OAAN0231	Y	Y
SRR7637504	PRJNA484107	OAAN0232	Y	Y
SRR7637505	PRJNA484107	OAAN0233	Y	Y
SRR7637506	PRJNA484107	OAAN0234	Y	Y
SRR7637507	PRJNA484107	OAAN0235	Y	Y
SRR7637508	PRJNA484107	OAAN0236	Y	Y
SRR7637509	PRJNA484107	OAAN0237	Y	Y
SRR7637510	PRJNA484107	OAAN0238	Y	Y
SRR7637511	PRJNA484107	OAAN0239	Y	Y
SRR7637512	PRJNA484107	OAAN0240	Y	Y
SRR7637513	PRJNA484107	OAAN0241	Y	Y
SRR7637514	PRJNA484107	OAAN0242	Y	Y
SRR7637515	PRJNA484107	OAAN0243	Y	Y
SRR7637516	PRJNA484107	OAAN0244	Y	Y
SRR7637517	PRJNA484107	OAAN0245	Y	Y
SRR7637518	PRJNA484107	OAAN0246	Y	Y
SRR7637519	PRJNA484107	OAAN0247	Y	Y
SRR7637520	PRJNA484107	OAAN0248	Y	Y
SRR7637521	PRJNA484107	OAAN0249	Y	Y
SRR7637522	PRJNA484107	OAAN0250	Y	Y
SRR7637523	PRJNA484107	OAAN0251	Y	Y
SRR7637524	PRJNA484107	OAAN0252	Y	Y
SRR7637525	PRJNA484107	OAAN0253	Y	Y
SRR7637526	PRJNA484107	OAAN0254	Y	Y
SRR7637527	PRJNA484107	OAAN0255	Y	Y
SRR7637528	PRJNA484107	OAAN0256	Y	Y
SRR7637529	PRJNA484107	OAAN0257	Y	Y
SRR7637530	PRJNA484107	OAAN0258	Y	Y
SRR7637531	PRJNA484107	OAAN0259	Y	Y
SRR7637532	PRJNA484107	OAAN0260	Y	Y
SRR7637533	PRJNA484107	OAAN0261	Y	Y
SRR7637534	PRJNA484107	OAAN0262	Y	Y
SRR7637535	PRJNA484107	OAAN0263	Y	Y
SRR7637536	PRJNA484107	OAAN0264	Y	Y
SRR7637537	PRJNA484107	OAAN0265	Y	Y
SRR7637538	PRJNA484107	OAAN0266	Y	Y
SRR7637539	PRJNA484107	OAAN0267	Y	Y
SRR7637540	PRJNA484107	OAAN0268	Y	Y
SRR7637541	PRJNA484107	OAAN0269	Y	Y
SRR7637542	PRJNA484107	OAAN0270	Y	Y
SRR7637543	PRJNA484107	OAAN0271	Y	Y
SRR7637544	PRJNA484107	OAAN0272	Y	Y
SRR7637545	PRJNA484107	OAAN0273	Y	Y
SRR7637546	PRJNA484107	OAAN0274	Y	Y
SRR7637547	PRJNA484107	OAAN0275	Y	Y
SRR7637548	PRJNA484107	OAAN0276	Y	Y
SRR7637549	PRJNA484107	OAAN0277	Y	Y
SRR7637550	PRJNA484107	OAAN0278	Y	Y
SRR7637551	PRJNA484107	OAAN0279	Y	Y
SRR7637552	PRJNA484107	OAAN0280	Y	Y
SRR7637553	PRJNA484107	OAAN0281	Y	Y
SRR7637554	PRJNA484107	OAAN0282	Y	Y
SRR7637555	PRJNA484107	OAAN0283	Y	Y
SRR7637556	PRJNA484107	OAAN0284	Y	Y
SRR7637557	PRJNA484107	OAAN0285	Y	Y
SRR7637558	PRJNA484107	OAAN0286	Y	Y
SRR7637559	PRJNA484107	OAAN0287	Y	Y
SRR7637560	PRJNA484107	OAAN0288	Y	Y
SRR7637561	PRJNA484107	OAAN0289	Y	Y
SRR7637562	PRJNA484107	OAAN0290	Y	Y
SRR7637563	PRJNA484107	OAAN0291	Y	Y
ERR3014181	PRJEB30473	OALL0001	Y	Y
ERR3014182	PRJEB30473	OALL0001	Y	Y
ERR3014183	PRJEB30473	OALL0002	Y	Y
ERR3014184	PRJEB30473	OALL0002	Y	Y
ERR3014185	PRJEB30473	OALL0003	Y	Y
ERR3014186	PRJEB30473	OALL0003	Y	Y
ERR3014187	PRJEB30473	OALL0004	Y	Y
ERR3014188	PRJEB30473	OALL0004	Y	Y
ERR3014189	PRJEB30473	OALL0005	Y	Y
ERR3014190	PRJEB30473	OALL0005	Y	Y
ERR3014191	PRJEB30473	OALL0006	Y	Y
ERR3014192	PRJEB30473	OALL0006	Y	Y
ERR3014193	PRJEB30473	OALL0007	Y	Y
ERR3014194	PRJEB30473	OALL0007	Y	Y
ERR3014195	PRJEB30473	OALL0008	Y	Y
ERR3014196	PRJEB30473	OALL0008	Y	Y
ERR3014197	PRJEB30473	OALL0009	Y	Y
ERR3014198	PRJEB30473	OALL0009	Y	Y
ERR3014199	PRJEB30473	OALL0010	Y	Y
ERR3014200	PRJEB30473	OALL0010	Y	Y
ERR3014201	PRJEB30473	OALL0011	Y	Y
ERR3014202	PRJEB30473	OALL0011	Y	Y
ERR3014203	PRJEB30473	OALL0012	Y	Y
ERR3014204	PRJEB30473	OALL0012	Y	Y
ERR3014205	PRJEB30473	OALL0013	Y	Y
ERR3014206	PRJEB30473	OALL0013	Y	Y
ERR3014207	PRJEB30473	OALL0014	Y	Y
ERR3014208	PRJEB30473	OALL0014	Y	Y
ERR3014209	PRJEB30473	OALL0015	Y	Y
ERR3014210	PRJEB30473	OALL0015	Y	Y
ERR3014211	PRJEB30473	OALL0016	Y	Y
ERR3014212	PRJEB30473	OALL0016	Y	Y
ERR3014213	PRJEB30473	OALL0017	Y	Y
ERR3014214	PRJEB30473	OALL0017	Y	Y
ERR3014215	PRJEB30473	OALL0018	Y	Y
ERR3014216	PRJEB30473	OALL0018	Y	Y
ERR3014217	PRJEB30473	OALL0019	Y	Y
ERR3014218	PRJEB30473	OALL0019	Y	Y
ERR3014219	PRJEB30473	OALL0020	Y	Y
ERR3014220	PRJEB30473	OALL0020	Y	Y
ERR3014221	PRJEB30473	OALL0021	Y	Y
ERR3014222	PRJEB30473	OALL0021	Y	Y
ERR3014223	PRJEB30473	OALL0022	Y	Y
ERR3014224	PRJEB30473	OALL0022	Y	Y
ERR3014225	PRJEB30473	OALL0023	Y	Y
ERR3014226	PRJEB30473	OALL0023	Y	Y
ERR3014227	PRJEB30473	OALL0024	Y	Y
ERR3014228	PRJEB30473	OALL0024	Y	Y
ERR3014229	PRJEB30473	OALL0025	Y	Y
ERR3014230	PRJEB30473	OALL0025	Y	Y
ERR3014231	PRJEB30473	OALL0026	Y	Y
ERR3014232	PRJEB30473	OALL0026	Y	Y
ERR3014233	PRJEB30473	OALL0027	Y	Y
ERR3014234	PRJEB30473	OALL0027	Y	Y
ERR3014235	PRJEB30473	OALL0028	Y	Y
ERR3014236	PRJEB30473	OALL0028	Y	Y
ERR3014237	PRJEB30473	OALL0029	Y	Y
ERR3014238	PRJEB30473	OALL0029	Y	Y
ERR3014239	PRJEB30473	OALL0030	Y	Y
ERR3014240	PRJEB30473	OALL0030	Y	Y
ERR3014241	PRJEB30473	OALL0031	Y	Y
ERR3014242	PRJEB30473	OALL0031	Y	Y
ERR3014243	PRJEB30473	OALL0032	Y	Y
ERR3014244	PRJEB30473	OALL0032	Y	Y
ERR3014245	PRJEB30473	OALL0033	Y	Y
ERR3014246	PRJEB30473	OALL0033	Y	Y
ERR3014247	PRJEB30473	OALL0034	Y	Y
ERR3014248	PRJEB30473	OALL0034	Y	Y
ERR3014249	PRJEB30473	OALL0035	Y	Y
ERR3014250	PRJEB30473	OALL0035	Y	Y
ERR3014251	PRJEB30473	OALL0036	Y	Y
ERR3014252	PRJEB30473	OALL0036	Y	Y
ERR3014253	PRJEB30473	OALL0037	Y	Y
ERR3014254	PRJEB30473	OALL0037	Y	Y
ERR3014255	PRJEB30473	OALL0038	Y	Y
ERR3014256	PRJEB30473	OALL0038	Y	Y
ERR3014257	PRJEB30473	OALL0039	Y	Y
ERR3014258	PRJEB30473	OALL0039	Y	Y
ERR3014259	PRJEB30473	OALL0040	Y	Y
ERR3014260	PRJEB30473	OALL0040	Y	Y
ERR3014261	PRJEB30473	OALL0041	Y	Y
ERR3014262	PRJEB30473	OALL0041	Y	Y
ERR3014263	PRJEB30473	OALL0042	Y	Y
ERR3014264	PRJEB30473	OALL0042	Y	Y
ERR3014265	PRJEB30473	OALL0043	Y	Y
ERR3014266	PRJEB30473	OALL0043	Y	Y
ERR3014267	PRJEB30473	OALL0044	Y	Y
ERR3014268	PRJEB30473	OALL0044	Y	Y
ERR3014269	PRJEB30473	OALL0045	Y	Y
ERR3014270	PRJEB30473	OALL0045	Y	Y
ERR3014271	PRJEB30473	OALL0046	Y	Y
ERR3014272	PRJEB30473	OALL0046	Y	Y
ERR3014273	PRJEB30473	OALL0047	Y	Y
ERR3014274	PRJEB30473	OALL0047	Y	Y
ERR3014275	PRJEB30473	OALL0048	Y	Y
ERR3014276	PRJEB30473	OALL0048	Y	Y
ERR3014277	PRJEB30473	OALL0049	Y	Y
ERR3014278	PRJEB30473	OALL0049	Y	Y
ERR3014279	PRJEB30473	OALL0050	Y	Y
ERR3014280	PRJEB30473	OALL0050	Y	Y
ERR3014281	PRJEB30473	OALL0051	Y	Y
ERR3014282	PRJEB30473	OALL0051	Y	Y
ERR3014283	PRJEB30473	OALL0052	Y	Y
ERR3014284	PRJEB30473	OALL0052	Y	Y
ERR3014285	PRJEB30473	OALL0053	Y	Y
ERR3014286	PRJEB30473	OALL0053	Y	Y
ERR3014287	PRJEB30473	OALL0054	Y	Y
ERR3014288	PRJEB30473	OALL0054	Y	Y
ERR3014289	PRJEB30473	OALL0055	Y	Y
ERR3014290	PRJEB30473	OALL0055	Y	Y
ERR3014291	PRJEB30473	OALL0056	Y	Y
ERR3014292	PRJEB30473	OALL0056	Y	Y
ERR3014293	PRJEB30473	OALL0057	Y	Y
ERR3014294	PRJEB30473	OALL0057	Y	Y
ERR3014295	PRJEB30473	OALL0058	Y	Y
ERR3014296	PRJEB30473	OALL0058	Y	Y
ERR3014297	PRJEB30473	OALL0059	Y	Y
ERR3014298	PRJEB30473	OALL0059	Y	Y
ERR3014299	PRJEB30473	OALL0060	Y	Y
ERR3014300	PRJEB30473	OALL0060	Y	Y
ERR3014301	PRJEB30473	OALL0061	Y	Y
ERR3014302	PRJEB30473	OALL0061	Y	Y
ERR3014303	PRJEB30473	OALL0062	Y	Y
ERR3014304	PRJEB30473	OALL0062	Y	Y
ERR3014305	PRJEB30473	OALL0063	Y	Y
ERR3014306	PRJEB30473	OALL0063	Y	Y
ERR3014307	PRJEB30473	OALL0064	Y	Y
ERR3014308	PRJEB30473	OALL0064	Y	Y
ERR3014309	PRJEB30473	OALL0065	Y	Y
ERR3014310	PRJEB30473	OALL0065	Y	Y
ERR3014311	PRJEB30473	OALL0066	Y	Y
ERR3014312	PRJEB30473	OALL0066	Y	Y
ERR3014313	PRJEB30473	OALL0067	Y	Y
ERR3014314	PRJEB30473	OALL0067	Y	Y
ERR3014315	PRJEB30473	OALL0068	Y	Y
ERR3014316	PRJEB30473	OALL0068	Y	Y
ERR3014317	PRJEB30473	OALL0069	Y	Y
ERR3014318	PRJEB30473	OALL0069	Y	Y
ERR3014319	PRJEB30473	OALL0070	Y	Y
ERR3014320	PRJEB30473	OALL0070	Y	Y
ERR3014321	PRJEB30473	OALL0071	Y	Y
ERR3014322	PRJEB30473	OALL0071	Y	Y
ERR3014323	PRJEB30473	OALL0072	Y	Y
ERR3014324	PRJEB30473	OALL0072	Y	Y
ERR3014325	PRJEB30473	OALL0073	Y	Y
