library	run	sample	include	is_sra
SRR1945932	PRJNA273563	OAKG7419	Y	Y
SRR1945933	PRJNA273563	OAKG7424	Y	Y
SRR1945934	PRJNA273563	OAKG7427	Y	Y
SRR1945935	PRJNA273563	OAKG7430	Y	Y
SRR1945936	PRJNA273563	OAKG7460	Y	Y
SRR1945937	PRJNA273563	OAKG7461	Y	Y
SRR1945938	PRJNA273563	OAKG7471	Y	Y
SRR1945939	PRJNA273563	OAKG7475	Y	Y
SRR1945940	PRJNA273563	OAKG7477	Y	Y
SRR1945941	PRJNA273563	OAKG7514	Y	Y
SRR1945942	PRJNA273563	OAKG7515	Y	Y
SRR1945943	PRJNA273563	OAKG7516	Y	Y
SRR1945944	PRJNA273563	OAKG7517	Y	Y
SRR1945945	PRJNA273563	OAKG7520	Y	Y
SRR1945946	PRJNA273563	OAKG7521	Y	Y
SRR1945947	PRJNA273563	OAKG7523	Y	Y
SRR1945948	PRJNA273563	OAKG7525	Y	Y
SRR1945949	PRJNA273563	OAKG7529	Y	Y
SRR1945950	PRJNA273563	OAKG7530	Y	Y
SRR1945951	PRJNA273563	OAKG7566	Y	Y
SRR1945952	PRJNA273563	OAKG7568	Y	Y
SRR1945953	PRJNA273563	OAKG7717	Y	Y
SRR1945954	PRJNA273563	OAKG7757	Y	Y
SRR1945955	PRJNA273563	OAKG7767	Y	Y
SRR1945956	PRJNA273563	OAKG7917	Y	Y
SRR1945957	PRJNA273563	OAKG7947	Y	Y
SRR1945958	PRJNA273563	OAKG8037	Y	Y
SRR1945959	PRJNA273563	OAKG8057	Y	Y
SRR1945960	PRJNA273563	OAKG8077	Y	Y
SRR1945961	PRJNA273563	OAKG8132	Y	Y
SRR1945962	PRJNA273563	OAKG8171	Y	Y
SRR1945963	PRJNA273563	OAKG8214	Y	Y
SRR1945964	PRJNA273563	OAKG8222	Y	Y
SRR1945965	PRJNA273563	OAKG8227	Y	Y
SRR1945966	PRJNA273563	OAKG8230	Y	Y
SRR1945967	PRJNA273563	OAKG8231	Y	Y
SRR1945968	PRJNA273563	OAKG8233	Y	Y
SRR1945969	PRJNA273563	OAKG8234	Y	Y
SRR1945970	PRJNA273563	OAKG8235	Y	Y
SRR1945971	PRJNA273563	OAKG8236	Y	Y
SRR1945972	PRJNA273563	OAKG8237	Y	Y
SRR1945973	PRJNA273563	OAKG8238	Y	Y
SRR1945974	PRJNA273563	OAKG8239	Y	Y
SRR1945975	PRJNA273563	OAKG8240	Y	Y
SRR1945976	PRJNA273563	OAKG8241	Y	Y
SRR1945977	PRJNA273563	OAKG8242	Y	Y
SRR1945978	PRJNA273563	OAKG8243	Y	Y
SRR1945979	PRJNA273563	OAKG8244	Y	Y
SRR1945980	PRJNA273563	OAKG8246	Y	Y
SRR1945981	PRJNA273563	OAKG8247	Y	Y
SRR1945982	PRJNA273563	OAKG8249	Y	Y
SRR1945983	PRJNA273563	OAKG8256	Y	Y
SRR1945984	PRJNA273563	OAKG8258	Y	Y
SRR1945985	PRJNA273563	OAKG8259	Y	Y
SRR1945986	PRJNA273563	OAKG8264	Y	Y
SRR1945987	PRJNA273563	OAKG8283	Y	Y
SRR1945988	PRJNA273563	OAKG8284	Y	Y
SRR1945989	PRJNA273563	OAKG8285	Y	Y
SRR1945990	PRJNA273563	OAKG8290	Y	Y
SRR1945991	PRJNA273563	OAKG8297	Y	Y
SRR1945992	PRJNA273563	OAKG8306	Y	Y
SRR1945993	PRJNA273563	OAKG8307	Y	Y
SRR1945994	PRJNA273563	OAKG8311	Y	Y
SRR1945995	PRJNA273563	OAKG8312	Y	Y
SRR1945996	PRJNA273563	OAKG8326	Y	Y
SRR1945997	PRJNA273563	OAKG8334	Y	Y
SRR1945998	PRJNA273563	OAKG8335	Y	Y
SRR1945999	PRJNA273563	OAKG8337	Y	Y
SRR1946000	PRJNA273563	OAKG8343	Y	Y
SRR1946001	PRJNA273563	OAKG8351	Y	Y
SRR1946002	PRJNA273563	OAKG8354	Y	Y
SRR1946003	PRJNA273563	OAKG8357	Y	Y
SRR1946004	PRJNA273563	OAKG8365	Y	Y
SRR1946005	PRJNA273563	OAKG8366	Y	Y
SRR1946006	PRJNA273563	OAKG8369	Y	Y
SRR1946007	PRJNA273563	OAKG8376	Y	Y
SRR1946008	PRJNA273563	OAKG8386	Y	Y
SRR1946009	PRJNA273563	OAKG8387	Y	Y
SRR1946010	PRJNA273563	OAKG8419	Y	Y
SRR1946011	PRJNA273563	OAKG8420	Y	Y
SRR1946012	PRJNA273563	OAKG8422	Y	Y
SRR1946013	PRJNA273563	OAKG8424	Y	Y
SRR1946014	PRJNA273563	OAKG8426	Y	Y
SRR1946015	PRJNA273563	OAKG8427	Y	Y
SRR1946016	PRJNA273563	OAKG8464	Y	Y
SRR1946017	PRJNA273563	OAKG8483	Y	Y
SRR1946018	PRJNA273563	OAKG8699	Y	Y
SRR1946019	PRJNA273563	OAKG8723	Y	Y
SRR1946020	PRJNA273563	OAKG9027	Y	Y
SRR1946021	PRJNA273563	OAKG9057	Y	Y
SRR1946022	PRJNA273563	OAKG9058	Y	Y
SRR1946023	PRJNA273563	OAKG9067	Y	Y
SRR1946024	PRJNA273563	OAKG9069	Y	Y
SRR1946025	PRJNA273563	OAKG9070	Y	Y
SRR1946026	PRJNA273563	OAKG9075	Y	Y
SRR1946027	PRJNA273563	OAKG9078	Y	Y
SRR1946028	PRJNA273563	OAKG9079	Y	Y
SRR1946029	PRJNA273563	OAKG9081	Y	Y
SRR1946030	PRJNA273563	OAKG9084	Y	Y
SRR1946031	PRJNA273563	OAKG9085	Y	Y
SRR1946032	PRJNA273563	OAKG9089	Y	Y
SRR1946033	PRJNA273563	OAKG9091	Y	Y
SRR1946034	PRJNA273563	OAKG9095	Y	Y
SRR1946035	PRJNA273563	OAKG9099	Y	Y
SRR1946036	PRJNA273563	OAKG9100	Y	Y
SRR1946037	PRJNA273563	OAKG9102	Y	Y
SRR1946038	PRJNA273563	OAKG9103	Y	Y
SRR1946039	PRJNA273563	OAKG9104	Y	Y
SRR1946040	PRJNA273563	OAKG9105	Y	Y
SRR1946041	PRJNA273563	OAKG9106	Y	Y
SRR1946042	PRJNA273563	OAKG9111	Y	Y
SRR1946043	PRJNA273563	OAKG9113	Y	Y
SRR1946044	PRJNA273563	OAKG9114	Y	Y
SRR1946045	PRJNA273563	OAKG9115	Y	Y
SRR1946046	PRJNA273563	OAKG9121	Y	Y
SRR1946047	PRJNA273563	OAKG9125	Y	Y
SRR1946048	PRJNA273563	OAKG9128	Y	Y
SRR1946049	PRJNA273563	OAKG9130	Y	Y
SRR1946050	PRJNA273563	OAKG9131	Y	Y
SRR1946051	PRJNA273563	OAKG9133	Y	Y
SRR1946052	PRJNA273563	OAKG9134	Y	Y
SRR1946053	PRJNA273563	OAKG9298	Y	Y
SRR1946054	PRJNA273563	OAKG9312	Y	Y
SRR1946055	PRJNA273563	OAKG9314	Y	Y
SRR1946056	PRJNA273563	OAKG9321	Y	Y
SRR1946057	PRJNA273563	OAKG9323	Y	Y
SRR1946058	PRJNA273563	OAKG9332	Y	Y
SRR1946059	PRJNA273563	OAKG9336	Y	Y
SRR1946060	PRJNA273563	OAKG9339	Y	Y
SRR1946061	PRJNA273563	OAKG9343	Y	Y
SRR1946062	PRJNA273563	OAKG9352	Y	Y
SRR1946063	PRJNA273563	OAKG9353	Y	Y
SRR1946064	PRJNA273563	OAKG9363	Y	Y
SRR1946065	PRJNA273563	OAKG9369	Y	Y
SRR1946066	PRJNA273563	OAKG9370	Y	Y
SRR1946067	PRJNA273563	OAKG9371	Y	Y
SRR1946068	PRJNA273563	OAKG9380	Y	Y
SRR1946069	PRJNA273563	OAKG9381	Y	Y
SRR1946070	PRJNA273563	OAKG9382	Y	Y
SRR1946071	PRJNA273563	OAKG9383	Y	Y
SRR1946072	PRJNA273563	OAKG9386	Y	Y
SRR1946073	PRJNA273563	OAKG9388	Y	Y
SRR1946074	PRJNA273563	OAKG9390	Y	Y
SRR1946075	PRJNA273563	OAKG9391	Y	Y
SRR1946076	PRJNA273563	OAKG9392	Y	Y
SRR1946077	PRJNA273563	OAKG9394	Y	Y
SRR1946078	PRJNA273563	OAKG9395	Y	Y
SRR1946079	PRJNA273563	OAKG9399	Y	Y
SRR1946080	PRJNA273563	OAKG9402	Y	Y
SRR1946081	PRJNA273563	OAKG9404	Y	Y
SRR1946082	PRJNA273563	OAKG9405	Y	Y
SRR1946083	PRJNA273563	OAKG9407	Y	Y
SRR1946084	PRJNA273563	OAKG9408	Y	Y
SRR1946085	PRJNA273563	OAKG9409	Y	Y
SRR1946086	PRJNA273563	OAKG9412	Y	Y
SRR1946087	PRJNA273563	OAKG9413	Y	Y
SRR1946088	PRJNA273563	OAKG9416	Y	Y
SRR1946089	PRJNA273563	OAKG9421	Y	Y
SRR1946090	PRJNA273563	OAKG9427	Y	Y
SRR1946091	PRJNA273563	OAKG9433	Y	Y
SRR1946092	PRJNA273563	OAKG9436	Y	Y
SRR1946093	PRJNA273563	OAKG9437	Y	Y
SRR1946094	PRJNA273563	OAKG9442	Y	Y
SRR1946095	PRJNA273563	OAKG9450	Y	Y
SRR1946096	PRJNA273563	OAKG9451	Y	Y
SRR1946097	PRJNA273563	OAKG9452	Y	Y
SRR1946098	PRJNA273563	OAKG9453	Y	Y
SRR1946099	PRJNA273563	OAKG9454	Y	Y
SRR1946100	PRJNA273563	OAKG9455	Y	Y
SRR1946101	PRJNA273563	OAKG9470	Y	Y
SRR1946102	PRJNA273563	OAKG9471	Y	Y
SRR1946103	PRJNA273563	OAKG9476	Y	Y
SRR1946104	PRJNA273563	OAKG9481	Y	Y
SRR1946105	PRJNA273563	OAKG9503	Y	Y
SRR1946106	PRJNA273563	OAKG9506	Y	Y
SRR1946107	PRJNA273563	OAKG9507	Y	Y
SRR1946108	PRJNA273563	OAKG9508	Y	Y
SRR1946109	PRJNA273563	OAKG9509	Y	Y
SRR1946110	PRJNA273563	OAKG9510	Y	Y
SRR1946111	PRJNA273563	OAKG9511	Y	Y
SRR1946112	PRJNA273563	OAKG9512	Y	Y
SRR1946113	PRJNA273563	OAKG9513	Y	Y
SRR1946114	PRJNA273563	OAKG9514	Y	Y
SRR1946115	PRJNA273563	OAKG9515	Y	Y
SRR1946116	PRJNA273563	OAKG9517	Y	Y
SRR1946117	PRJNA273563	OAKG9518	Y	Y
SRR1946118	PRJNA273563	OAKG9519	Y	Y
SRR1946119	PRJNA273563	OAKG9520	Y	Y
SRR1946120	PRJNA273563	OAKG9521	Y	Y
SRR1946121	PRJNA273563	OAKG9522	Y	Y
SRR1946122	PRJNA273563	OAKG9523	Y	Y
SRR1946123	PRJNA273563	OAKG9524	Y	Y
SRR1946124	PRJNA273563	OAKG9525	Y	Y
SRR1946125	PRJNA273563	OAKG9526	Y	Y
SRR1946126	PRJNA273563	OAKG9527	Y	Y
SRR1946127	PRJNA273563	OAKG9528	Y	Y
SRR1946128	PRJNA273563	OAKG9529	Y	Y
SRR1946129	PRJNA273563	OAKG9530	Y	Y
SRR1946130	PRJNA273563	OAKG9531	Y	Y
SRR1946131	PRJNA273563	OAKG9532	Y	Y
SRR1946132	PRJNA273563	OAKG9533	Y	Y
SRR1946133	PRJNA273563	OAKG9534	Y	Y
SRR1946134	PRJNA273563	OAKG9535	Y	Y
SRR1946135	PRJNA273563	OAKG9536	Y	Y
SRR1946136	PRJNA273563	OAKG9537	Y	Y
SRR1946137	PRJNA273563	OAKG9539	Y	Y
SRR1946138	PRJNA273563	OAKG9540	Y	Y
SRR1946139	PRJNA273563	OAKG9541	Y	Y
SRR1946140	PRJNA273563	OAKG9542	Y	Y
SRR1946141	PRJNA273563	OAKG9543	Y	Y
SRR1946142	PRJNA273563	OAKG9544	Y	Y
SRR1946143	PRJNA273563	OAKG9545	Y	Y
SRR1946144	PRJNA273563	OAKG9546	Y	Y
SRR1946145	PRJNA273563	OAKG9547	Y	Y
SRR1946146	PRJNA273563	OAKG9548	Y	Y
SRR1946147	PRJNA273563	OAKG9549	Y	Y
SRR1946148	PRJNA273563	OAKG9550	Y	Y
SRR1946149	PRJNA273563	OAKG9551	Y	Y
SRR1946150	PRJNA273563	OAKG9552	Y	Y
SRR1946151	PRJNA273563	OAKG9553	Y	Y
SRR1946152	PRJNA273563	OAKG9554	Y	Y
SRR1946153	PRJNA273563	OAKG9555	Y	Y
SRR1946154	PRJNA273563	OAKG9556	Y	Y
SRR1946155	PRJNA273563	OAKG9557	Y	Y
SRR1946156	PRJNA273563	OAKG9558	Y	Y
SRR1946157	PRJNA273563	OAKG9559	Y	Y
SRR1946158	PRJNA273563	OAKG9560	Y	Y
SRR1946159	PRJNA273563	OAKG9561	Y	Y
SRR1946160	PRJNA273563	OAKG9562	Y	Y
SRR1946161	PRJNA273563	OAKG9564	Y	Y
SRR1946162	PRJNA273563	OAKG9565	Y	Y
SRR1946163	PRJNA273563	OAKG9567	Y	Y
SRR1946164	PRJNA273563	OAKG9568	Y	Y
SRR1946165	PRJNA273563	OAKG9569	Y	Y
SRR1946166	PRJNA273563	OAKG9571	Y	Y
SRR1946167	PRJNA273563	OAKG9573	Y	Y
SRR1946168	PRJNA273563	OAKG9574	Y	Y
SRR1946169	PRJNA273563	OAKG9576	Y	Y
SRR1946170	PRJNA273563	OAKG9577	Y	Y
SRR1946171	PRJNA273563	OAKG9578	Y	Y
SRR1946172	PRJNA273563	OAKG9579	Y	Y
SRR1946173	PRJNA273563	OAKG9581	Y	Y
SRR1946174	PRJNA273563	OAKG9582	Y	Y
SRR1946175	PRJNA273563	OAKG9583	Y	Y
SRR1946176	PRJNA273563	OAKG9584	Y	Y
SRR1946177	PRJNA273563	OAKG9585	Y	Y
SRR1946178	PRJNA273563	OAKG9586	Y	Y
SRR1946179	PRJNA273563	OAKG9587	Y	Y
SRR1946180	PRJNA273563	OAKG9588	Y	Y
SRR1946181	PRJNA273563	OAKG9589	Y	Y
SRR1946182	PRJNA273563	OAKG9590	Y	Y
SRR1946183	PRJNA273563	OAKG9591	Y	Y
SRR1946184	PRJNA273563	OAKG9592	Y	Y
SRR1946185	PRJNA273563	OAKG9593	Y	Y
SRR1946186	PRJNA273563	OAKG9594	Y	Y
SRR1946187	PRJNA273563	OAKG9595	Y	Y
SRR1946188	PRJNA273563	OAKG9596	Y	Y
SRR1946189	PRJNA273563	OAKG9597	Y	Y
SRR1946190	PRJNA273563	OAKG9598	Y	Y
SRR1946191	PRJNA273563	OAKG9599	Y	Y
SRR1946192	PRJNA273563	OAKG9600	Y	Y
SRR1946193	PRJNA273563	OAKG9601	Y	Y
SRR1946194	PRJNA273563	OAKG9602	Y	Y
SRR1946195	PRJNA273563	OAKG9606	Y	Y
SRR1946196	PRJNA273563	OAKG9607	Y	Y
SRR1946197	PRJNA273563	OAKG9608	Y	Y
SRR1946198	PRJNA273563	OAKG9609	Y	Y
SRR1946199	PRJNA273563	OAKG9610	Y	Y
SRR1946200	PRJNA273563	OAKG9611	Y	Y
SRR1946201	PRJNA273563	OAKG9612	Y	Y
SRR1946202	PRJNA273563	OAKG9613	Y	Y
SRR1946203	PRJNA273563	OAKG9615	Y	Y
SRR1946204	PRJNA273563	OAKG9616	Y	Y
SRR1946205	PRJNA273563	OAKG9617	Y	Y
SRR1946206	PRJNA273563	OAKG9619	Y	Y
SRR1946207	PRJNA273563	OAKG9620	Y	Y
SRR1946208	PRJNA273563	OAKG9621	Y	Y
SRR1946209	PRJNA273563	OAKG9622	Y	Y
SRR1946210	PRJNA273563	OAKG9624	Y	Y
SRR1946211	PRJNA273563	OAKG9625	Y	Y
SRR1946212	PRJNA273563	OAKG9626	Y	Y
SRR1946213	PRJNA273563	OAKG9627	Y	Y
SRR1946214	PRJNA273563	OAKG9628	Y	Y
SRR1946215	PRJNA273563	OAKG9629	Y	Y
SRR1946216	PRJNA273563	OAKG9630	Y	Y
SRR1946217	PRJNA273563	OAKG9631	Y	Y
SRR1946218	PRJNA273563	OAKG9632	Y	Y
SRR1946219	PRJNA273563	OAKG9633	Y	Y
SRR1946220	PRJNA273563	OAKG9634	Y	Y
SRR1946221	PRJNA273563	OAKG9635	Y	Y
SRR1946222	PRJNA273563	OAKG9636	Y	Y
SRR1946223	PRJNA273563	OAKG9637	Y	Y
SRR1946224	PRJNA273563	OAKG9638	Y	Y
SRR1946225	PRJNA273563	OAKG9639	Y	Y
SRR1946226	PRJNA273563	OAKG9640	Y	Y
SRR1946227	PRJNA273563	OAKG9641	Y	Y
SRR1946228	PRJNA273563	OAKG9642	Y	Y
SRR1946229	PRJNA273563	OAKG9643	Y	Y
SRR1946230	PRJNA273563	OAKG9644	Y	Y
SRR1946231	PRJNA273563	OAKG9645	Y	Y
SRR1946232	PRJNA273563	OAKG9646	Y	Y
SRR1946233	PRJNA273563	OAKG9647	Y	Y
SRR1946234	PRJNA273563	OAKG9648	Y	Y
SRR1946235	PRJNA273563	OAKG9649	Y	Y
SRR1946236	PRJNA273563	OAKG9651	Y	Y
SRR1946237	PRJNA273563	OAKG9653	Y	Y
SRR1946238	PRJNA273563	OAKG9655	Y	Y
SRR1946239	PRJNA273563	OAKG9656	Y	Y
SRR1946240	PRJNA273563	OAKG9657	Y	Y
SRR1946241	PRJNA273563	OAKG9658	Y	Y
SRR1946242	PRJNA273563	OAKG9659	Y	Y
SRR1946243	PRJNA273563	OAKG9660	Y	Y
SRR1946244	PRJNA273563	OAKG9661	Y	Y
SRR1946245	PRJNA273563	OAKG9663	Y	Y
SRR1946246	PRJNA273563	OAKG9664	Y	Y
SRR1946247	PRJNA273563	OAKG9665	Y	Y
SRR1946248	PRJNA273563	OAKG9666	Y	Y
SRR1946249	PRJNA273563	OAKG9667	Y	Y
SRR1946250	PRJNA273563	OAKG9668	Y	Y
SRR1946251	PRJNA273563	OAKG9669	Y	Y
SRR1946252	PRJNA273563	OAKG9670	Y	Y
SRR1946253	PRJNA273563	OAKG9671	Y	Y
SRR1946254	PRJNA273563	OAKG9672	Y	Y
SRR1946255	PRJNA273563	OAKG9673	Y	Y
SRR1946256	PRJNA273563	OAKG9676	Y	Y
SRR1946257	PRJNA273563	OAKG9677	Y	Y
SRR1946258	PRJNA273563	OAKG9678	Y	Y
SRR1946259	PRJNA273563	OAKG9679	Y	Y
SRR1946260	PRJNA273563	OAKG9680	Y	Y
SRR1946261	PRJNA273563	OAKG9681	Y	Y
SRR1946262	PRJNA273563	OAKG9682	Y	Y
SRR1946263	PRJNA273563	OAKG9683	Y	Y
SRR1946264	PRJNA273563	OAKG9684	Y	Y
SRR1946265	PRJNA273563	OAKG9685	Y	Y
SRR1946266	PRJNA273563	OAKG9686	Y	Y
SRR1946267	PRJNA273563	OAKG9687	Y	Y
SRR1946268	PRJNA273563	OAKG9689	Y	Y
SRR1946269	PRJNA273563	OAKG9690	Y	Y
SRR1946270	PRJNA273563	OAKG9691	Y	Y
SRR1946271	PRJNA273563	OAKG9692	Y	Y
SRR1946272	PRJNA273563	OAKG9693	Y	Y
SRR1946273	PRJNA273563	OAKG9694	Y	Y
SRR1946274	PRJNA273563	OAKG9695	Y	Y
SRR1946275	PRJNA273563	OAKG9696	Y	Y
SRR1946276	PRJNA273563	OAKG9697	Y	Y
SRR1946277	PRJNA273563	OAKG9698	Y	Y
SRR1946278	PRJNA273563	OAKG9699	Y	Y
SRR1946279	PRJNA273563	OAKG9700	Y	Y
SRR1946280	PRJNA273563	OAKG9701	Y	Y
SRR1946281	PRJNA273563	OAKG9703	Y	Y
SRR1946282	PRJNA273563	OAKG9704	Y	Y
SRR1946283	PRJNA273563	OAKG9705	Y	Y
SRR1946284	PRJNA273563	OAKG9706	Y	Y
SRR1946285	PRJNA273563	OAKG9707	Y	Y
SRR1946286	PRJNA273563	OAKG9708	Y	Y
SRR1946287	PRJNA273563	OAKG9709	Y	Y
SRR1946288	PRJNA273563	OAKG9710	Y	Y
SRR1946289	PRJNA273563	OAKG9711	Y	Y
SRR1946290	PRJNA273563	OAKG9712	Y	Y
SRR1946291	PRJNA273563	OAKG9713	Y	Y
SRR1946292	PRJNA273563	OAKG9714	Y	Y
SRR1946293	PRJNA273563	OAKG9716	Y	Y
SRR1946294	PRJNA273563	OAKG9717	Y	Y
SRR1946295	PRJNA273563	OAKG9718	Y	Y
SRR1946296	PRJNA273563	OAKG9719	Y	Y
SRR1946297	PRJNA273563	OAKG9720	Y	Y
SRR1946298	PRJNA273563	OAKG9721	Y	Y
SRR1946299	PRJNA273563	OAKG9722	Y	Y
SRR1946300	PRJNA273563	OAKG9723	Y	Y
SRR1946301	PRJNA273563	OAKG9725	Y	Y
SRR1946302	PRJNA273563	OAKG9726	Y	Y
SRR1946303	PRJNA273563	OAKG9727	Y	Y
SRR1946304	PRJNA273563	OAKG9728	Y	Y
SRR1946305	PRJNA273563	OAKG9729	Y	Y
SRR1946306	PRJNA273563	OAKG9730	Y	Y
SRR1946307	PRJNA273563	OAKG9731	Y	Y
SRR1946308	PRJNA273563	OAKG9732	Y	Y
SRR1946309	PRJNA273563	OAKG9733	Y	Y
SRR1946310	PRJNA273563	OAKG9735	Y	Y
SRR1946311	PRJNA273563	OAKG9736	Y	Y
SRR1946312	PRJNA273563	OAKG9737	Y	Y
SRR1946313	PRJNA273563	OAKG9738	Y	Y
SRR1946314	PRJNA273563	OAKG9739	Y	Y
SRR1946315	PRJNA273563	OAKG9741	Y	Y
SRR1946316	PRJNA273563	OAKG9743	Y	Y
SRR1946317	PRJNA273563	OAKG9744	Y	Y
SRR1946318	PRJNA273563	OAKG9745	Y	Y
SRR1946319	PRJNA273563	OAKG9747	Y	Y
SRR1946320	PRJNA273563	OAKG9748	Y	Y
SRR1946321	PRJNA273563	OAKG9749	Y	Y
SRR1946322	PRJNA273563	OAKG9754	Y	Y
SRR1946323	PRJNA273563	OAKG9755	Y	Y
SRR1946324	PRJNA273563	OAKG9756	Y	Y
SRR1946325	PRJNA273563	OAKG9757	Y	Y
SRR1946326	PRJNA273563	OAKG9758	Y	Y
SRR1946327	PRJNA273563	OAKG9759	Y	Y
SRR1946328	PRJNA273563	OAKG9761	Y	Y
SRR1946329	PRJNA273563	OAKG9762	Y	Y
SRR1946330	PRJNA273563	OAKG9764	Y	Y
SRR1946331	PRJNA273563	OAKG9766	Y	Y
SRR1946332	PRJNA273563	OAKG9768	Y	Y
SRR1946333	PRJNA273563	OAKG9769	Y	Y
SRR1946334	PRJNA273563	OAKG9770	Y	Y
SRR1946335	PRJNA273563	OAKG9771	Y	Y
SRR1946336	PRJNA273563	OAKG9772	Y	Y
SRR1946337	PRJNA273563	OAKG9774	Y	Y
SRR1946338	PRJNA273563	OAKG9775	Y	Y
SRR1946339	PRJNA273563	OAKG9776	Y	Y
SRR1946340	PRJNA273563	OAKG9777	Y	Y
SRR1946341	PRJNA273563	OAKG9778	Y	Y
SRR1946342	PRJNA273563	OAKG9779	Y	Y
SRR1946343	PRJNA273563	OAKG9780	Y	Y
SRR1946344	PRJNA273563	OAKG9781	Y	Y
SRR1946345	PRJNA273563	OAKG9782	Y	Y
SRR1946346	PRJNA273563	OAKG9783	Y	Y
SRR1946347	PRJNA273563	OAKG9784	Y	Y
SRR1946348	PRJNA273563	OAKG9785	Y	Y
SRR1946349	PRJNA273563	OAKG9786	Y	Y
SRR1946350	PRJNA273563	OAKG9787	Y	Y
SRR1946351	PRJNA273563	OAKG9788	Y	Y
SRR1946352	PRJNA273563	OAKG9789	Y	Y
SRR1946353	PRJNA273563	OAKG9790	Y	Y
SRR1946354	PRJNA273563	OAKG9791	Y	Y
SRR1946355	PRJNA273563	OAKG9792	Y	Y
SRR1946356	PRJNA273563	OAKG9793	Y	Y
SRR1946357	PRJNA273563	OAKG9794	Y	Y
SRR1946358	PRJNA273563	OAKG9795	Y	Y
SRR1946359	PRJNA273563	OAKG9796	Y	Y
SRR1946360	PRJNA273563	OAKG9797	Y	Y
SRR1946361	PRJNA273563	OAKG9798	Y	Y
SRR1946362	PRJNA273563	OAKG9799	Y	Y
SRR1946363	PRJNA273563	OAKG9800	Y	Y
SRR1946364	PRJNA273563	OAKG9801	Y	Y
SRR1946365	PRJNA273563	OAKG9802	Y	Y
SRR1946366	PRJNA273563	OAKG9803	Y	Y
SRR1946367	PRJNA273563	OAKG9804	Y	Y
SRR1946368	PRJNA273563	OAKG9805	Y	Y
SRR1946369	PRJNA273563	OAKG9806	Y	Y
SRR1946370	PRJNA273563	OAKG9807	Y	Y
SRR1946371	PRJNA273563	OAKG9808	Y	Y
SRR1946372	PRJNA273563	OAKG9809	Y	Y
SRR1946373	PRJNA273563	OAKG9810	Y	Y
SRR1946374	PRJNA273563	OAKG9811	Y	Y
SRR1946375	PRJNA273563	OAKG9812	Y	Y
SRR1946376	PRJNA273563	OAKG9813	Y	Y
SRR1946377	PRJNA273563	OAKG9814	Y	Y
SRR1946378	PRJNA273563	OAKG9815	Y	Y
SRR1946379	PRJNA273563	OAKG9816	Y	Y
SRR1946380	PRJNA273563	OAKG9817	Y	Y
SRR1946381	PRJNA273563	OAKG9819	Y	Y
SRR1946382	PRJNA273563	OAKG9820	Y	Y
SRR1946383	PRJNA273563	OAKG9821	Y	Y
SRR1946384	PRJNA273563	OAKG9822	Y	Y
SRR1946385	PRJNA273563	OAKG9823	Y	Y
SRR1946386	PRJNA273563	OAKG9824	Y	Y
SRR1946387	PRJNA273563	OAKG9825	Y	Y
SRR1946388	PRJNA273563	OAKG9826	Y	Y
SRR1946389	PRJNA273563	OAKG9827	Y	Y
SRR1946390	PRJNA273563	OAKG9828	Y	Y
SRR1946391	PRJNA273563	OAKG9830	Y	Y
SRR1946392	PRJNA273563	OAKG9831	Y	Y
SRR1946393	PRJNA273563	OAKG9832	Y	Y
SRR1946394	PRJNA273563	OAKG9833	Y	Y
SRR1946395	PRJNA273563	OAKG9834	Y	Y
SRR1946396	PRJNA273563	OAKG9835	Y	Y
SRR1946397	PRJNA273563	OAKG9836	Y	Y
SRR1946398	PRJNA273563	OAKG9837	Y	Y
SRR1946399	PRJNA273563	OAKG9838	Y	Y
SRR1946400	PRJNA273563	OAKG9839	Y	Y
SRR1946401	PRJNA273563	OAKG9840	Y	Y
SRR1946402	PRJNA273563	OAKG9841	Y	Y
SRR1946403	PRJNA273563	OAKG9843	Y	Y
SRR1946404	PRJNA273563	OAKG9844	Y	Y
SRR1946405	PRJNA273563	OAKG9845	Y	Y
SRR1946406	PRJNA273563	OAKG9846	Y	Y
SRR1946407	PRJNA273563	OAKG9847	Y	Y
SRR1946408	PRJNA273563	OAKG9848	Y	Y
SRR1946409	PRJNA273563	OAKG9849	Y	Y
SRR1946410	PRJNA273563	OAKG9850	Y	Y
SRR1946411	PRJNA273563	OAKG9851	Y	Y
SRR1946412	PRJNA273563	OAKG9852	Y	Y
SRR1946413	PRJNA273563	OAKG9853	Y	Y
SRR1946414	PRJNA273563	OAKG9854	Y	Y
SRR1946415	PRJNA273563	OAKG9855	Y	Y
SRR1946416	PRJNA273563	OAKG9856	Y	Y
SRR1946417	PRJNA273563	OAKG9857	Y	Y
SRR1946418	PRJNA273563	OAKG9858	Y	Y
SRR1946419	PRJNA273563	OAKG9859	Y	Y
SRR1946420	PRJNA273563	OAKG9860	Y	Y
SRR1946421	PRJNA273563	OAKG9861	Y	Y
SRR1946422	PRJNA273563	OAKG9862	Y	Y
SRR1946423	PRJNA273563	OAKG9864	Y	Y
SRR1946424	PRJNA273563	OAKG9866	Y	Y
SRR1946425	PRJNA273563	OAKG9867	Y	Y
SRR1946426	PRJNA273563	OAKG9868	Y	Y
SRR1946427	PRJNA273563	OAKG9869	Y	Y
SRR1946428	PRJNA273563	OAKG9870	Y	Y
SRR1946429	PRJNA273563	OAKG9871	Y	Y
SRR1946430	PRJNA273563	OAKG9873	Y	Y
